name,orden,ciclo,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,clasificacion_plantel,region,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,enlace_ubicacion,mapa,notas
2022 14MMS0700C Módulo El Tuito,105,2022 - 2023,2022,SEMS,14MMS0634U,14MMS0700C,Módulo El Tuito,Módulo El Tuito,Módulo,Regional,Región Costa-Sierra Occidental,Cabo Corrientes,Cabo Corrientes,Carretera Barra de Navidad,Km 167.3,N/A,48400,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Puerto+Vallarta.+Modulo+El+Tuito/@20.3131456,-105.3230961,17z/data=!3m1!4b1!4m6!3m5!1s0x8423e6acc67e05a3:0xbe40f2b9ac51018f!8m2!3d20.3131406!4d-105.3205212!16s%2Fg%2F11g865k6d2?entry=ttu",,
2022 14MMS0701B Módulo Ixtapa,106,2022 - 2023,2022,SEMS,14MMS0634U,14MMS0701B,Módulo Ixtapa,Módulo Ixtapa,Módulo,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Puerto Vallarta,Calle Vicente Guerrero,481,N/A,48280,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+M%C3%B3dulo+Ixtapa/@20.7181976,-105.2002636,19.22z/data=!4m14!1m7!3m6!1s0x115667894e40555b:0xe874e391f778cae8!2sPreparatoria+M%C3%B3dulo+Ixtapa!8m2!3d20.7177227!4d-105.1994335!16s%2Fg%2F11b77bjkcy!3m5!1s0x115667894e40555b:0xe874e391f778cae8!8m2!3d20.7177227!4d-105.1994335!16s%2Fg%2F11b77bjkcy?entry=ttu",,
2022 14MMS0702A Módulo José María Morelos,107,2022 - 2023,2022,SEMS,14MMS0634U,14MMS0702A,Módulo José María Morelos,Módulo José María Morelos,Módulo,Regional,Región Costa Sur,Tomatlán,Tomatlán,Calle Juárez ,25,N/A,48495,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Udg+Modulo+Jos%C3%A9+Mar%C3%ADa+Morelos/@19.6748386,-105.1797611,19.22z/data=!4m14!1m7!3m6!1s0x84237878cf0e7023:0x21bee1dbb4df3e3e!2sPreparatoria+Udg+Modulo+Jos%C3%A9+Mar%C3%ADa+Morelos!8m2!3d19.6749518!4d-105.1791449!16s%2Fg%2F11dyqtq8c9!3m5!1s0x84237878cf0e7023:0x21bee1dbb4df3e3e!8m2!3d19.6749518!4d-105.1791449!16s%2Fg%2F11dyqtq8c9?entry=ttu",,
2022 14MMS0703Z Módulo Pino Suárez,108,2022 - 2023,2022,SEMS,14MMS0634U,14MMS0703Z,Módulo Pino Suárez,Módulo Pino Suárez,Módulo,Regional,Región Costa Sur,Tomatlán,Tomatlán,Avenida 16 de septiembre,S/N,N/A,48450,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+udg+Modulo+Pino+Su%C3%A1rez/@19.9566842,-105.3234642,19z/data=!4m14!1m7!3m6!1s0x8423940fb7cbf339:0xbb3266099b99beef!2sPreparatoria+udg+Modulo+Pino+Su%C3%A1rez!8m2!3d19.9566287!4d-105.3229975!16s%2Fg%2F11g7znwcnx!3m5!1s0x8423940fb7cbf339:0xbb3266099b99beef!8m2!3d19.9566287!4d-105.3229975!16s%2Fg%2F11g7znwcnx?entry=ttu",,
2022 14MMS0704Z Módulo Tomatlán,109,2022 - 2023,2022,SEMS,14MMS0634U,14MMS0704Z,Módulo Tomatlán,Módulo Tomatlán,Módulo,Regional,Región Costa Sur,Tomatlán,Tomatlán,Calle 20 de Noviembre,500,N/A,48450,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+Puerto+Vallarta+Modulo+Tomatl%C3%A1n/@19.9355446,-105.2409231,18.39z/data=!4m6!3m5!1s0x869bb7ff9e9d75ef:0xa2fe24db8f400696!8m2!3d19.935835!4d-105.2407984!16s%2Fg%2F1xb2d_xg?entry=ttu",,
2022 14MMS0629I EPR de San Juan de los Lagos,110,2022 - 2023,2022,SEMS,,14MMS0629I,Escuela Preparatoria Regional de San Juan de los Lagos,EPR de San Juan de los Lagos,Escuela,Regional,Región Altos Norte,San Juan de los Lagos,San Juan de los Lagos,Calle Fray Antonio de Segovia,S/N,N/A,47000,http://prepasanjuan.sems.udg.mx,prepasanjuan.sems.udg.mx,"https://www.google.com/maps/place/UDG:+Escuela+Preparatoria+Regional+de+San+Juan+de+los+Lagos/@21.2474365,-102.3284465,19.56z/data=!4m6!3m5!1s0x8429719a04a52da5:0xe4c9c50fd092f14d!8m2!3d21.2477029!4d-102.3286347!16s%2Fg%2F1t_tkm77?entry=ttu",,
2022 14MMS0769I Módulo Teocaltiche,111,2022 - 2023,2022,SEMS,14MMS0629I,14MMS0769I,Módulo Teocaltiche,Módulo Teocaltiche,Módulo,Regional,Región Altos Norte,Teocaltiche,Teocaltiche,Calle Juárez ,134,N/A,47236,http://prepasanjuan.sems.udg.mx,prepasanjuan.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+De+San+Juan+De+Los+Lagos+Modulo+Teocaltiche/@21.4240819,-102.5822209,17.89z/data=!4m6!3m5!1s0x8429a7ab8e5fe361:0x467fb89b3f49148b!8m2!3d21.4228634!4d-102.5809004!16s%2Fg%2F11cs3rbp3q?entry=ttu",,
2022 14MMS0644A EPR de San Martín Hidalgo,112,2022 - 2023,2022,SEMS,,14MMS0644A,Escuela Preparatoria Regional de San Martín Hidalgo,EPR de San Martín Hidalgo,Escuela,Regional,Región Lagunas,San Martín Hidalgo,San Martín Hidalgo,Calle Alameda al Panteón,250,N/A,46700,http://prepasanmartin.sems.udg.mx,prepasanmartin.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+San+Mart%C3%ADn+Hidalgo/@20.4318076,-103.9245591,19.5z/data=!4m14!1m7!3m6!1s0x8425ddfd0cd9f137:0x14381a8d696f8740!2sEscuela+Preparatoria+Regional+de+San+Mart%C3%ADn+Hidalgo!8m2!3d20.4318086!4d-103.9244551!16s%2Fg%2F1td58y8y!3m5!1s0x8425ddfd0cd9f137:0x14381a8d696f8740!8m2!3d20.4318086!4d-103.9244551!16s%2Fg%2F1td58y8y?entry=ttu",,
2022 14MMS0739O Módulo Buenavista,113,2022 - 2023,2022,SEMS,14MMS0644A,14MMS0739O,Módulo Buenavista,Módulo Buenavista,Módulo,Regional,Región Lagunas,San Martín Hidalgo,San Martín Hidalgo,Calle Vicente Guerrero,7,N/A,46775,http://prepasanmartin.sems.udg.mx,prepasanmartin.sems.udg.mx,"https://www.google.com/maps/place/M%C3%B3dulo+Buenavista,+Preparatoria+Regional+de+San+Mart%C3%ADn+Hidalgo/@20.5730936,-103.854754,18.15z/data=!4m6!3m5!1s0x84260b4d93e3a039:0xed32f90b62baf0c8!8m2!3d20.573061!4d-103.853574!16s%2Fg%2F11ghrh90hh?entry=ttu",,
2022 14MMS0706X EPR de San Miguel el Alto,114,2022 - 2023,2022,SEMS,,14MMS0706X,Escuela Preparatoria Regional de San Miguel el Alto,EPR de San Miguel el Alto,Escuela,Regional,Región Altos Sur,San Miguel el Alto,San Miguel el Alto,Prolongación Medina de la Torre,178,N/A,47140,http://prepasanmiguel.sems.udg.mx,prepasanmiguel.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+San+Miguel+el+Alto/@21.0261465,-102.3997018,18.32z/data=!4m6!3m5!1s0x84296a841887f54b:0x58762e415fe35fbc!8m2!3d21.0258811!4d-102.398459!16s%2Fg%2F11bzzs9cb_?entry=ttu",,
2022 14MMS0714F Módulo San Julián,115,2022 - 2023,2022,SEMS,14MMS0706X,14MMS0714F,Módulo San Julián,Módulo San Julián,Módulo,Regional,Región Altos Sur,San Julián,San Julián,Calle Huntington Park,130,N/A,47170,http://prepasanmiguel.sems.udg.mx,prepasanmiguel.sems.udg.mx,"https://www.google.com/maps/place/Prepa+UdG+San+Miguel+el+Alto,+m%C3%B3dulo+San+Juli%C3%A1n/@21.009447,-102.1693572,18.89z/data=!4m6!3m5!1s0x84295dddda11f7bf:0x1799f62e6170bcd!8m2!3d21.0095898!4d-102.169255!16s%2Fg%2F1td9f1z1?entry=ttu",,
2022 14MMS0759B EPR de Santa Anita,116,2022 - 2023,2022,SEMS,,14MMS0759B,Escuela Preparatoria Regional de Santa Anita,EPR de Santa Anita,Escuela,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Calle Universidad ,1,N/A,45600,http://prepasantaanita.sems.udg.mx,prepasantaanita.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Santa+Anita/@20.5527842,-103.4371935,19.82z/data=!4m6!3m5!1s0x842f53458219b58b:0xfa82c6ddf851597b!8m2!3d20.5526218!4d-103.4366266!16s%2Fg%2F1tf1c21l?entry=ttu",,
2022 14MMS0627K EPR de Sayula,117,2022 - 2023,2022,SEMS,,14MMS0627K,Escuela Preparatoria Regional de Sayula,EPR de Sayula,Escuela,Regional,Región Lagunas,Sayula,Sayula,Calle Manuel Ávila Camacho Oriente ,193,N/A,49300,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Sayula/@19.8835526,-103.5955669,18.74z/data=!4m15!1m8!3m7!1s0x84258126bf7f5193:0xa0aefd1dbb15db19!2sGral.+Manuel+%C3%81vila+Camacho+193,+San+Sebasti%C3%A1n,+49310+Sayula,+Jal.!3b1!8m2!3d19.8832216!4d-103.5943339!16s%2Fg%2F11g0glzl0c!3m5!1s0x84258126c101361b:0x4cf2b19f6e744be3!8m2!3d19.8833098!4d-103.5941096!16s%2Fg%2F1tt8cl59?entry=ttu",,
2022 14MMS0754G Módulo Amacueca,118,2022 - 2023,2022,SEMS,14MMS0627K,14MMS0754G,Módulo Amacueca,Módulo Amacueca,Módulo,Regional,Región Lagunas,Amacueca,Amacueca,Calle 16 de Septiembre,55,N/A,49370,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+De+Sayula+Modulo+Amacueca/@20.0089277,-103.6025792,20.18z/data=!4m6!3m5!1s0x84258891ee7d2af3:0x4700670d2aea8b12!8m2!3d20.0086304!4d-103.6024213!16s%2Fg%2F11cmtbcctp?entry=ttu",,
2022 14MMS0709U Módulo San Gabriel,119,2022 - 2023,2022,SEMS,14MMS0627K,14MMS0709U,Módulo San Gabriel,Módulo San Gabriel,Módulo,Regional,Región Sur,San Gabriel,San Gabriel,Carretera San Gabriel - Sayula ,121,N/A,49700,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+San+Gabriel/@19.7452339,-103.7584618,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipONILjLQbEn0oAASNvdU8-S5fuQAc6KT7QvcknY!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipONILjLQbEn0oAASNvdU8-S5fuQAc6KT7QvcknY%3Dw114-h86-k-no!7i4032!8i3024!4m11!1m2!2m1!1sm%C3%B3dulo+san+gabriel!3m7!1s0x842577a9b6a7b56f:0x6cff3ea009985003!8m2!3d19.7454646!4d-103.7583341!10e5!15sChNtw7NkdWxvIHNhbiBnYWJyaWVskgEGc2Nob29s4AEA!16s%2Fg%2F1trxf031?entry=ttu",,
2022 14MMS0710J Módulo Tapalpa,120,2022 - 2023,2022,SEMS,14MMS0627K,14MMS0710J,Módulo Tapalpa,Módulo Tapalpa,Módulo,Regional,Región Lagunas,Tapalpa,Tapalpa,Prolongación Francisco I. Madero ,3,N/A,48200,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,"https://www.google.com.mx/maps/place/19%C2%B056'09.7%22N+103%C2%B045'10.4%22W/@19.936029,-103.7554539,17z/data=!3m1!4b1!4m4!3m3!8m2!3d19.936029!4d-103.752879?entry=ttu",,
2022 14MMS0832U Módulo Usmajac,121,2022 - 2023,2022,SEMS,14MMS0627K,14MMS0832U,Módulo Usmajac,Módulo Usmajac,Módulo,Regional,Región Lagunas,Sayula,Sayula,Calle Juan Diego,54,N/A,49330,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+m%C3%B3dulo+de+Usmajac/@19.8784187,-103.5387881,17z/data=!4m9!1m2!2m1!1sJuan+Diego+%23+54+Col.+Guadalupe,+Usmajac,+Jalisco.+C.P.+49330!3m5!1s0x842f7fdb56a7dcc3:0x39b574aa97a572a9!8m2!3d19.8773925!4d-103.5340437!16s%2Fg%2F11llq3y9hp?entry=ttu",,
2022 14MMS0655G EPR de Tala,122,2022 - 2023,2022,SEMS,,14MMS0655G,Escuela Preparatoria Regional de Tala,EPR de Tala,Escuela,Regional,Región Valles,Tala,Tala,Calle Paseo de Los Fresnos ,S/N,N/A,45300,http://prepatala.sems.udg.mx,prepatala.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tala+UDG/@20.6556082,-103.7098163,15z/data=!4m14!1m7!3m6!1s0x842605deed38e2f9:0xfdfa9cc174b91669!2sPreparatoria+Regional+de+Tala+UDG!8m2!3d20.6556082!4d-103.7098163!16s%2Fg%2F1tdqbx0s!3m5!1s0x842605deed38e2f9:0xfdfa9cc174b91669!8m2!3d20.6556082!4d-103.7098163!16s%2Fg%2F1tdqbx0s?entry=ttu",,
2022 14MMS0771X Módulo San Isidro Mazatepec,123,2022 - 2023,2022,SEMS,14MMS0655G,14MMS0771X,Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,Módulo,Regional,Región Valles,Tala,Tala,Calle Francisco Javier Mina,61,N/A,45340,http://prepatala.sems.udg.mx,prepatala.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+San+Isidro+Mazatepec/@20.5234456,-103.6971766,34644m/data=!3m1!1e3!4m10!1m2!2m1!1sM%C3%B3dulo+San+Isidro+Mazatepec+de+la+udg!3m6!1s0x8425fe6988cd14fb:0x9e926c38dd54c197!8m2!3d20.5216035!4d-103.6151612!15sCiZNw7NkdWxvIFNhbiBJc2lkcm8gTWF6YXRlcGVjIGRlIGxhIHVkZyIDiAEBkgENcHVibGljX3NjaG9vbOABAA!16s%2Fg%2F1q629dcj0?entry=ttu",,
2022 14MMS0620R EPR de Tamazula de Gordiano,124,2022 - 2023,2022,SEMS,,14MMS0620R,Escuela Preparatoria Regional de Tamazula,EPR de Tamazula de Gordiano,Escuela,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Carretera Santa Rosa - Tamazula de Gordiano ,S/N,N/A,49650,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+Tamazula+Doctor+Roberto+Mendiola+Orta/@19.6923256,-103.2322677,18z/data=!4m14!1m7!3m6!1s0x842f99e95790f265:0xd32b76aec265cff!2sEscuela+Preparatoria+Regional+de+Tamazula+Doctor+Roberto+Mendiola+Orta!8m2!3d19.6918449!4d-103.2315368!16s%2Fg%2F1v6p4md4!3m5!1s0x842f99e95790f265:0xd32b76aec265cff!8m2!3d19.6918449!4d-103.2315368!16s%2Fg%2F1v6p4md4?entry=ttu",,
2022 14MMS0766L Módulo Contla,125,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0766L,Módulo Contla,Módulo Contla,Módulo,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Calle Aldama,61,N/A,49660,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Contla/@19.7538126,-103.1795739,19z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Contla!3m6!1s0x842f9f571878e7eb:0x4899a7e5fa1f508!8m2!3d19.7536625!4d-103.1782389!15sCg5Nw7NkdWxvIENvbnRsYZIBBnNjaG9vbOABAA!16s%2Fg%2F11c3k54nq1?entry=ttu",,
2022 14MMS0690M Módulo Lázaro Cárdenas,126,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0690M,Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,Módulo,Regional,Región Sureste,Quitupan,Quitupan,Calle Benito Juárez,S/N,N/A,49570,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Universidad+De+Guadalajara,+Preparatoria+Extencion+Lazaro+Cardenas/@19.8885624,-102.8347005,19.49z/data=!4m6!3m5!1s0x842f004227265e1d:0xb72bad1d59a90db2!8m2!3d19.8883717!4d-102.8343913!16s%2Fg%2F11b7rnfgry?entry=ttu",,
2022 14MMS0722O Módulo Mazamitla,127,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0722O,Módulo Mazamitla,Módulo Mazamitla,Módulo,Regional,Región Sureste,Mazamitla,Mazamitla,Privada Morelos,1,N/A,49500,http://prepamazamitla.sems.udg.mx,prepamazamitla.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Mazamitla+UdG/@19.9209772,-103.020502,18z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Mazamitla!3m6!1s0x842f08c3cee9a059:0xd65138ba78a47b00!8m2!3d19.9231955!4d-103.0194024!15sChFNw7NkdWxvIE1hemFtaXRsYZIBBnNjaG9vbOABAA!16s%2Fg%2F1tjytygx?entry=ttu",,
2022 14MMS0689X Módulo Quitupan,128,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0689X,Módulo Quitupan,Módulo Quitupan,Módulo,Regional,Región Sureste,Quitupan,Quitupan,Carretera Quitupan - Valle de Juárez Km 1,S/N,N/A,49570,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Quitupan+UDG/@19.9230631,-102.8891006,16z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Quitupan!3m6!1s0x842f013c05d2ec5f:0xc8ca99c46c21cd4d!8m2!3d19.9230609!4d-102.8795636!15sChBNw7NkdWxvIFF1aXR1cGFukgEScHJlcGFyYXRvcnlfc2Nob29s4AEA!16s%2Fg%2F11h1k888c?entry=ttu",,
2022 14MMS0770Y Módulo Valle de Juárez,129,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0770Y,Módulo Valle de Juárez,Módulo Valle de Juárez,Módulo,Regional,Región Sureste,Valle de Juárez,Valle de Juárez,Calle 5 de Febrero,S/N,N/A,49540,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+UDG/@19.934518,-102.9481847,18.34z/data=!4m10!1m2!2m1!1sppreparatoria!3m6!1s0x842f06630daf52b7:0x62c904c289293c98!8m2!3d19.9342889!4d-102.9476686!15sCgxwcmVwYXJhdG9yaWGSAQZzY2hvb2zgAQA!16s%2Fg%2F11f_j2csbx?entry=ttu",,
2022 14MMS0740D Extensión Vista Hermosa,130,2022 - 2023,2022,SEMS,14MMS0620R,14MMS0740D,Módulo Vista Hermosa,Extensión Vista Hermosa,Módulo,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Calle José María Martínez,S/N,N/A,49657,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Vista+Hermosa/@19.6942915,-103.3403239,18z/data=!4m10!1m2!2m1!1sppreparatoria!3m6!1s0x842f9b85e21d3af9:0x5adf4c24b437789f!8m2!3d19.6942915!4d-103.3379421!15sCgxwcmVwYXJhdG9yaWGSAQZzY2hvb2zgAQA!16s%2Fg%2F11fprbrhrf?entry=ttu",,
2022 14MMS0656F EPR de Tecolotlán,131,2022 - 2023,2022,SEMS,,14MMS0656F,Escuela Preparatoria Regional de Tecolotlán,EPR de Tecolotlán,Escuela,Regional,Región Sierra de Amula,Tecolotlán,Tecolotlán,Calle Juárez,115,N/A,48540,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tecolotlan/@20.1983774,-104.0511703,17z/data=!4m14!1m7!3m6!1s0x8425c6fbb989dbe7:0x2eec3c574f80c24b!2sPreparatoria+Regional+de+Tecolotlan!8m2!3d20.1983724!4d-104.0462994!16s%2Fg%2F1tnblg30!3m5!1s0x8425c6fbb989dbe7:0x2eec3c574f80c24b!8m2!3d20.1983724!4d-104.0462994!16s%2Fg%2F1tnblg30?entry=ttu",,
2022 14MMS0768J Módulo Chiquilistlán,132,2022 - 2023,2022,SEMS,14MMS0656F,14MMS0768J,Módulo Chiquilistlán,Módulo Chiquilistlán,Módulo,Regional,Región Sierra de Amula,Chiquilistlán,Chiquilistlán,Calle Francisco I. Madero,33,N/A,48640,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Chiquilistl%C3%A1n/@20.0844135,-103.8589901,19z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Chiquilistl%C3%A1n!3m6!1s0x842594360a611eb3:0xbea74b6964e797dc!8m2!3d20.0846062!4d-103.8581103!15sChZNw7NkdWxvIENoaXF1aWxpc3Rsw6FukgEGc2Nob29s4AEA!16s%2Fg%2F1tcxp_2y?entry=ttu",,
2022 14MMS0711I Módulo Juchitlán,133,2022 - 2023,2022,SEMS,14MMS0656F,14MMS0711I,Módulo Juchitlán,Módulo Juchitlán,Módulo,Regional,Región Sierra de Amula,Juchitlán,Juchitlán,Calle 16 de Septiembre,S/N,N/A,48600,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,"https://www.google.com/maps/place/Universidad+de+Guadalajara+Modulo+Juchitlan/@20.0828425,-104.1004627,19z/data=!4m10!1m2!2m1!1zTcOzZHVsbyBKdWNoaXRsw6Fu!3m6!1s0x8425b9d7cfca87a9:0x4ebbd6aa4921a88!8m2!3d20.0832254!4d-104.099318!15sChJNw7NkdWxvIEp1Y2hpdGzDoW6SAQZzY2hvb2zgAQA!16s%2Fg%2F11hbr79pmp?entry=ttu",,
2022 14MMS0730X Módulo Soyatlán del Oro,134,2022 - 2023,2022,SEMS,14MMS0656F,14MMS0730X,Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,Módulo,Regional,Región Sierra de Amula,Atengo,Atengo,Calle México ,6,N/A,48180,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,"https://www.google.com/maps/place/UDG+M%C3%93DULO+SOYATLAN+DEL+ORO/@20.3057272,-104.283968,17z/data=!4m14!1m7!3m6!1s0x8425cd5413fda19d:0x6ac6580d9939292!2sUDG+M%C3%93DULO+SOYATLAN+DEL+ORO!8m2!3d20.3057222!4d-104.2813931!16s%2Fg%2F11b77b46rn!3m5!1s0x8425cd5413fda19d:0x6ac6580d9939292!8m2!3d20.3057222!4d-104.2813931!16s%2Fg%2F11b77b46rn?entry=ttu",,
2022 14MMS0670Z Módulo Tenamaxtlán,135,2022 - 2023,2022,SEMS,14MMS0656F,14MMS0670Z,Módulo Tenamaxtlán,Módulo Tenamaxtlán,Módulo,Regional,Región Sierra de Amula,Tenamaxtlán,Tenamaxtlán,Privada Donato Guerra,2,N/A,48570,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,"https://www.google.com/maps/place/Instituto+Tecnologico+Superior+de+M%C3%A9xico+Modulo+Tenamaxtl%C3%A1n/@20.213588,-104.1549463,136m/data=!3m1!1e3!4m14!1m7!3m6!1s0x8425c925cbc19735:0x67cc4ccf17b353b9!2sInstituto+Tecnologico+Superior+de+M%C3%A9xico+Modulo+Tenamaxtl%C3%A1n!8m2!3d20.213376!4d-104.1545849!16s%2Fg%2F11dfl8pp30!3m5!1s0x8425c925cbc19735:0x67cc4ccf17b353b9!8m2!3d20.213376!4d-104.1545849!16s%2Fg%2F11dfl8pp30?entry=ttu",,
2022 14MMS0632W EPR de Tepatitlán,136,2022 - 2023,2022,SEMS,,14MMS0632W,Escuela Preparatoria Regional de Tepatitlán,EPR de Tepatitlán,Escuela,Regional,Región Altos Sur,Tepatitlán de Morelos,Tepatitlán de Morelos,Prolongación Bartolo Hernández,1322,N/A,47600,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tepatitl%C3%A1n,+Sede+Glez+Gallo/@20.8170094,-102.7991808,15z/data=!4m10!1m2!2m1!1sEscuela+preparatoria+udg!3m6!1s0x842927cef14228bd:0x37fccc5d16a28ade!8m2!3d20.818995!4d-102.7672089!15sChhFc2N1ZWxhIHByZXBhcmF0b3JpYSB1ZGciA4gBAZIBBnNjaG9vbOABAA!16s%2Fg%2F1td20l8f?entry=ttu",,
2022 14MMS0713G Módulo Acatic,137,2022 - 2023,2022,SEMS,14MMS0632W,14MMS0713G,Módulo Acatic,Módulo Acatic,Módulo,Regional,Región Altos Sur,Acatic,Acatic,Calle Escuela Digna,620,N/A,45470,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tepatitl%C3%A1n,+Modulo+Acatic/@20.794357,-102.9112458,20z/data=!4m6!3m5!1s0x8428da08377a2e11:0xeaaf3300397f9272!8m2!3d20.7941645!4d-102.9112126!16s%2Fg%2F1tjz883m?entry=ttu",,
2022 14MMS0763O Módulo Cañadas de Obregón,138,2022 - 2023,2022,SEMS,14MMS0632W,14MMS0763O,Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,Módulo,Regional,Región Altos Sur,Cañadas de Obregón,Cañadas de Obregón,Calle J. Isabel Valdivia,S/N,N/A,47360,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tepatitl%C3%A1n,+modulo+Ca%C3%B1adas+de+Obreg%C3%B3n/@21.1433257,-102.6854551,539m/data=!3m1!1e3!4m6!3m5!1s0x84291bc7465fb709:0xed824f7951f266d!8m2!3d21.1433733!4d-102.683705!16s%2Fg%2F11hz07_nsl?entry=ttu",,
2022 14MMS0715E Módulo Valle de Guadalupe,139,2022 - 2023,2022,SEMS,14MMS0632W,14MMS0715E,Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,Módulo,Regional,Región Altos Sur,Valle de Guadalupe,Valle de Guadalupe,Calle Justo Sierra,275,N/A,47384,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tepatitl%C3%A1n+M%C3%B3dulo+Valle+de+Guadalupe/@21.0057603,-102.6230648,135m/data=!3m1!1e3!4m14!1m7!3m6!1s0x842917fbfffbdacd:0x93fe61e005be89c3!2sPreparatoria+Regional+de+Tepatitl%C3%A1n+M%C3%B3dulo+Valle+de+Guadalupe!8m2!3d21.0056282!4d-102.6227228!16s%2Fg%2F11csqywx8w!3m5!1s0x842917fbfffbdacd:0x93fe61e005be89c3!8m2!3d21.0056282!4d-102.6227228!16s%2Fg%2F11csqywx8w?entry=ttu",,
