name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
868 2021-2022 14MMS0776S 2072100002,868,2021-2022,14MMS0776S,2072100002,Escolarizada,286,678,,964,4,8,,12,0,1,,1
869 2021-2022 14MMS0776S 2072300001,869,2021-2022,14MMS0776S,2072300001,Escolarizada,148,50,,198,4,1,,5,0,0,,0
870 2021-2022 14MMS0776S 2072400001,870,2021-2022,14MMS0776S,2072400001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
871 2021-2022 14MMS0776S 2072400002,871,2021-2022,14MMS0776S,2072400002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
872 2021-2022 14MMS0776S 2072400003,872,2021-2022,14MMS0776S,2072400003,Escolarizada,158,50,,208,3,0,,3,0,0,,0
873 2021-2022 14MMS0776S 2101500001,873,2021-2022,14MMS0776S,2101500001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
874 2021-2022 14MMS0776S 3071700002,874,2021-2022,14MMS0776S,3071700002,Escolarizada,74,110,,184,2,2,,4,0,1,,1
875 2021-2022 14MMS0776S 3073200001,875,2021-2022,14MMS0776S,3073200001,Escolarizada,443,256,,699,13,6,,19,1,0,,1
876 2021-2022 14MMS0777R 2092100004,876,2021-2022,14MMS0777R,2092100004,Escolarizada,133,392,,525,4,4,,8,0,0,,0
877 2021-2022 14MMS0798D BGC,877,2021-2022,14MMS0798D,BGC,Escolarizada,312,360,,672,4,6,,10,0,0,,0
878 2021-2022 14MMS0799C 2051200001,878,2021-2022,14MMS0799C,2051200001,Escolarizada,182,301,,483,2,4,,6,0,0,,0
879 2021-2022 14MMS0799C 2062100003,879,2021-2022,14MMS0799C,2062100003,Escolarizada,142,76,,218,3,0,,3,0,0,,0
880 2021-2022 14MMS0799C 2062200007,880,2021-2022,14MMS0799C,2062200007,Escolarizada,590,267,,857,18,2,,20,1,0,,1
881 2021-2022 14MMS0799C 2071100002,881,2021-2022,14MMS0799C,2071100002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
882 2021-2022 14MMS0799C 2071200002,882,2021-2022,14MMS0799C,2071200002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
883 2021-2022 14MMS0799C 2071200011,883,2021-2022,14MMS0799C,2071200011,Escolarizada,227,58,,285,5,2,,7,0,1,,1
884 2021-2022 14MMS0799C 2072000001,884,2021-2022,14MMS0799C,2072000001,Escolarizada,120,48,,168,3,1,,4,0,0,,0
885 2021-2022 14MMS0799C 3041100005,885,2021-2022,14MMS0799C,3041100005,Escolarizada,165,268,,433,4,3,,7,0,0,,0
886 2021-2022 14MMS0799C 3042000001,886,2021-2022,14MMS0799C,3042000001,Escolarizada,279,470,,749,6,7,,13,0,0,,0
887 2021-2022 14MMS0817B BGC,887,2021-2022,14MMS0817B,BGC,Escolarizada,239,190,,429,2,1,,3,1,0,,1
888 2021-2022 14MMS0818A BGAI,888,2021-2022,14MMS0818A,BGAI,Escolarizada,135,87,,222,4,5,,9,0,0,,0
889 2021-2022 14MMS0818A BGC,889,2021-2022,14MMS0818A,BGC,Escolarizada,1534,2446,,3980,16,51,,67,0,0,,0
890 2021-2022 14MMS0827I BGC,890,2021-2022,14MMS0827I,BGC,Escolarizada,125,152,,277,0,0,,0,0,0,,0
891 2021-2022 14MMS0832U BGC,891,2021-2022,14MMS0832U,BGC,Escolarizada,96,112,,208,1,0,,1,0,0,,0
892 2021-2022 14MMS0844Z BGC,892,2021-2022,14MMS0844Z,BGC,Escolarizada,1677,1630,,3307,27,31,,58,2,1,,3
893 2021-2022 14MMS0878P BGC,893,2021-2022,14MMS0878P,BGC,Escolarizada,52,49,,101,0,1,,1,0,0,,0
894 2021-2022 14MMS0879O BGC,894,2021-2022,14MMS0879O,BGC,Escolarizada,64,72,,136,2,0,,2,0,0,,0
