row,name,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t,
612,2022-2023 14MMS0615F BGC,2022-2023,14MMS0615F,BGC,Escolarizada,1029,1675,,2704,15,36,,51,0,1,,1,
613,2022-2023 14MMS0616E BGC,2022-2023,14MMS0616E,BGC,Escolarizada,359,551,,910,6,7,,13,0,0,,0,
614,2022-2023 14MMS0617D BGC,2022-2023,14MMS0617D,BGC,Escolarizada,496,642,,1138,3,11,,14,0,0,,0,
615,2022-2023 14MMS0618C BGAI,2022-2023,14MMS0618C,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
616,2022-2023 14MMS0618C BGC,2022-2023,14MMS0618C,BGC,Escolarizada,671,835,,1506,8,10,,18,0,0,,0,
617,2022-2023 14MMS0619B BGAI,2022-2023,14MMS0619B,BGAI,Escolarizada,0,1,,1,0,0,,0,0,0,,0,
618,2022-2023 14MMS0619B BGC,2022-2023,14MMS0619B,BGC,Escolarizada,628,791,,1419,27,16,,43,0,0,,0,
619,2022-2023 14MMS0620R BGC,2022-2023,14MMS0620R,BGC,Escolarizada,181,287,,468,1,0,,1,0,0,,0,
620,2022-2023 14MMS0621Q BGC,2022-2023,14MMS0621Q,BGC,Escolarizada,906,1051,,1957,24,26,,50,0,0,,0,
621,2022-2023 14MMS0622P BGC,2022-2023,14MMS0622P,BGC,Escolarizada,253,281,,534,2,6,,8,0,0,,0,
622,2022-2023 14MMS0623O BGAI,2022-2023,14MMS0623O,BGAI,Escolarizada,46,40,,86,2,0,,2,0,0,,0,
623,2022-2023 14MMS0623O BGC,2022-2023,14MMS0623O,BGC,Escolarizada,1742,2178,,3920,31,40,,71,0,1,,1,
624,2022-2023 14MMS0624N BGC,2022-2023,14MMS0624N,BGC,Escolarizada,385,476,,861,4,5,,9,0,3,,3,
625,2022-2023 14MMS0625M BGAI,2022-2023,14MMS0625M,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
626,2022-2023 14MMS0625M BGC,2022-2023,14MMS0625M,BGC,Escolarizada,273,321,,594,6,4,,10,13,16,,29,
627,2022-2023 14MMS0626L BGC,2022-2023,14MMS0626L,BGC,Escolarizada,798,1188,,1986,21,35,,56,1,1,,2,
628,2022-2023 14MMS0627K BGAI,2022-2023,14MMS0627K,BGAI,Escolarizada,43,41,,84,0,0,,0,0,0,,0,
629,2022-2023 14MMS0627K BGC,2022-2023,14MMS0627K,BGC,Escolarizada,265,324,,589,0,1,,1,0,0,,0,
630,2022-2023 14MMS0628J BGC,2022-2023,14MMS0628J,BGC,Escolarizada,923,1123,,2046,28,27,,55,0,2,,2,
631,2022-2023 14MMS0629I BGC,2022-2023,14MMS0629I,BGC,Escolarizada,852,1063,,1915,19,28,,47,0,1,,1,
632,2022-2023 14MMS0630Y BGAI,2022-2023,14MMS0630Y,BGAI,Escolarizada,53,18,,71,5,0,,5,0,0,,0,
633,2022-2023 14MMS0630Y BGC,2022-2023,14MMS0630Y,BGC,Escolarizada,1070,1225,,2295,18,15,,33,0,0,,0,
634,2022-2023 14MMS0631X BGC,2022-2023,14MMS0631X,BGC,Escolarizada,1551,1850,,3401,22,33,,55,4,10,,14,
635,2022-2023 14MMS0632W BGC,2022-2023,14MMS0632W,BGC,Escolarizada,1025,1311,,2336,19,33,,52,1,1,,2,
636,2022-2023 14MMS0633V BGC,2022-2023,14MMS0633V,BGC,Escolarizada,294,333,,627,13,9,,22,2,2,,4,
637,2022-2023 14MMS0634U BGC,2022-2023,14MMS0634U,BGC,Escolarizada,1107,1440,,2547,29,26,,55,1,2,,3,
638,2022-2023 14MMS0635T BGC,2022-2023,14MMS0635T,BGC,Escolarizada,615,737,,1352,10,20,,30,0,0,,0,
639,2022-2023 14MMS0636S BGC,2022-2023,14MMS0636S,BGC,Escolarizada,1469,1549,,3018,26,30,,56,2,3,,5,
640,2022-2023 14MMS0637R BGC,2022-2023,14MMS0637R,BGC,Escolarizada,427,477,,904,7,3,,10,0,0,,0,
641,2022-2023 14MMS0638Q BGC,2022-2023,14MMS0638Q,BGC,Escolarizada,348,477,,825,3,2,,5,0,0,,0,
642,2022-2023 14MMS0639P BGC,2022-2023,14MMS0639P,BGC,Escolarizada,298,295,,593,5,3,,8,0,0,,0,
643,2022-2023 14MMS0640E BGC,2022-2023,14MMS0640E,BGC,Escolarizada,594,635,,1229,11,17,,28,3,0,,3,
644,2022-2023 14MMS0641D BGC,2022-2023,14MMS0641D,BGC,Escolarizada,297,330,,627,5,9,,14,0,1,,1,
645,2022-2023 14MMS0642C BGC,2022-2023,14MMS0642C,BGC,Escolarizada,268,323,,591,8,10,,18,0,0,,0,
646,2022-2023 14MMS0643B BGAI,2022-2023,14MMS0643B,BGAI,Escolarizada,11,16,,27,0,0,,0,0,0,,0,
647,2022-2023 14MMS0643B BGC,2022-2023,14MMS0643B,BGC,Escolarizada,457,498,,955,8,1,,9,0,1,,1,
648,2022-2023 14MMS0644A BGC,2022-2023,14MMS0644A,BGC,Escolarizada,384,420,,804,5,8,,13,0,0,,0,
649,2022-2023 14MMS0645Z BGAI,2022-2023,14MMS0645Z,BGAI,Escolarizada,103,80,,183,4,3,,7,2,0,,2,
650,2022-2023 14MMS0645Z BGC,2022-2023,14MMS0645Z,BGC,Escolarizada,1318,1988,,3306,29,36,,65,1,0,,1,
651,2022-2023 14MMS0646Z BGC,2022-2023,14MMS0646Z,BGC,Escolarizada,3609,2835,,6444,49,46,,95,4,3,,7,
652,2022-2023 14MMS0647Y BGAI,2022-2023,14MMS0647Y,BGAI,Escolarizada,53,46,,99,0,0,,0,0,0,,0,
653,2022-2023 14MMS0647Y BGC,2022-2023,14MMS0647Y,BGC,Escolarizada,1437,1773,,3210,33,24,,57,3,0,,3,
654,2022-2023 14MMS0648X BGC,2022-2023,14MMS0648X,BGC,Escolarizada,1593,2029,,3622,25,32,,57,2,5,,7,
655,2022-2023 14MMS0649W BGAI,2022-2023,14MMS0649W,BGAI,Escolarizada,110,62,,172,1,1,,2,0,0,,0,
656,2022-2023 14MMS0649W BGC,2022-2023,14MMS0649W,BGC,Escolarizada,1940,2584,,4524,34,46,,80,4,5,,9,
657,2022-2023 14MMS0650L BGAI,2022-2023,14MMS0650L,BGAI,Escolarizada,61,30,,91,2,0,,2,0,0,,0,
658,2022-2023 14MMS0650L BGC,2022-2023,14MMS0650L,BGC,Escolarizada,1675,1843,,3518,26,33,,59,0,1,,1,
659,2022-2023 14MMS0651K BGC,2022-2023,14MMS0651K,BGC,Escolarizada,505,647,,1152,9,18,,27,1,2,,3,
660,2022-2023 14MMS0652J BGC,2022-2023,14MMS0652J,BGC,Escolarizada,326,353,,679,11,11,,22,0,0,,0,
661,2022-2023 14MMS0653I BGC,2022-2023,14MMS0653I,BGC,Escolarizada,567,667,,1234,9,8,,17,0,0,,0,
662,2022-2023 14MMS0654H BGAI,2022-2023,14MMS0654H,BGAI,Escolarizada,124,110,,234,1,0,,1,0,0,,0,
663,2022-2023 14MMS0654H BGC,2022-2023,14MMS0654H,BGC,Escolarizada,622,1028,,1650,11,13,,24,0,0,,0,
664,2022-2023 14MMS0655G BGC,2022-2023,14MMS0655G,BGC,Escolarizada,676,822,,1498,12,26,,38,0,2,,2,
665,2022-2023 14MMS0656F BGC,2022-2023,14MMS0656F,BGC,Escolarizada,200,229,,429,2,2,,4,0,0,,0,
666,2022-2023 14MMS0657E BGAI,2022-2023,14MMS0657E,BGAI,Escolarizada,277,276,,553,4,2,,6,1,0,,1,
667,2022-2023 14MMS0657E BGC,2022-2023,14MMS0657E,BGC,Escolarizada,1506,1795,,3301,17,24,,41,1,1,,2,
668,2022-2023 14MMS0658D BGC,2022-2023,14MMS0658D,BGC,Escolarizada,675,839,,1514,11,19,,30,0,0,,0,
669,2022-2023 14MMS0659C BGC,2022-2023,14MMS0659C,BGC,Escolarizada,302,354,,656,6,14,,20,0,0,,0,
670,2022-2023 14MMS0660S BGC,2022-2023,14MMS0660S,BGC,Escolarizada,373,350,,723,1,0,,1,0,0,,0,
671,2022-2023 14MMS0661R BGC,2022-2023,14MMS0661R,BGC,Escolarizada,90,81,,171,1,2,,3,0,0,,0,
672,2022-2023 14MMS0662Q BGC,2022-2023,14MMS0662Q,BGC,Escolarizada,104,137,,241,0,0,,0,0,0,,0,
673,2022-2023 14MMS0663P BGC,2022-2023,14MMS0663P,BGC,Escolarizada,74,71,,145,2,2,,4,0,0,,0,
674,2022-2023 14MMS0664O BGC,2022-2023,14MMS0664O,BGC,Escolarizada,70,86,,156,0,1,,1,0,0,,0,
675,2022-2023 14MMS0665N BGC,2022-2023,14MMS0665N,BGC,Escolarizada,108,152,,260,2,1,,3,0,0,,0,
676,2022-2023 14MMS0666M BGC,2022-2023,14MMS0666M,BGC,Escolarizada,83,147,,230,4,3,,7,0,0,,0,
677,2022-2023 14MMS0667L BGC,2022-2023,14MMS0667L,BGC,Escolarizada,114,162,,276,0,0,,0,0,0,,0,
678,2022-2023 14MMS0668K BGC,2022-2023,14MMS0668K,BGC,Escolarizada,292,344,,636,3,3,,6,0,1,,1,
679,2022-2023 14MMS0669J BGC,2022-2023,14MMS0669J,BGC,Escolarizada,122,137,,259,5,2,,7,0,0,,0,
680,2022-2023 14MMS0670Z BGC,2022-2023,14MMS0670Z,BGC,Escolarizada,67,106,,173,1,2,,3,0,0,,0,
681,2022-2023 14MMS0671Y BGC,2022-2023,14MMS0671Y,BGC,Escolarizada,70,80,,150,0,0,,0,0,0,,0,
682,2022-2023 14MMS0672X BGC,2022-2023,14MMS0672X,BGC,Escolarizada,30,33,,63,0,0,,0,0,0,,0,
683,2022-2023 14MMS0673W BGC,2022-2023,14MMS0673W,BGC,Escolarizada,149,131,,280,0,1,,1,0,0,,0,
684,2022-2023 14MMS0674V BGC,2022-2023,14MMS0674V,BGC,Escolarizada,79,86,,165,0,0,,0,0,0,,0,
685,2022-2023 14MMS0675U BGC,2022-2023,14MMS0675U,BGC,Escolarizada,61,67,,128,0,4,,4,0,0,,0,
686,2022-2023 14MMS0676T BGC,2022-2023,14MMS0676T,BGC,Escolarizada,110,130,,240,1,0,,1,0,0,,0,
687,2022-2023 14MMS0677S BGC,2022-2023,14MMS0677S,BGC,Escolarizada,98,119,,217,0,0,,0,0,0,,0,
688,2022-2023 14MMS0678R BGC,2022-2023,14MMS0678R,BGC,Escolarizada,110,109,,219,0,0,,0,0,0,,0,
689,2022-2023 14MMS0679Q BGC,2022-2023,14MMS0679Q,BGC,Escolarizada,147,186,,333,0,3,,3,0,0,,0,
690,2022-2023 14MMS0680F BGC,2022-2023,14MMS0680F,BGC,Escolarizada,107,105,,212,0,1,,1,0,0,,0,
691,2022-2023 14MMS0681E BGC,2022-2023,14MMS0681E,BGC,Escolarizada,88,120,,208,3,2,,5,0,0,,0,
692,2022-2023 14MMS0682D BGC,2022-2023,14MMS0682D,BGC,Escolarizada,140,167,,307,2,1,,3,0,0,,0,
693,2022-2023 14MMS0683C BGC,2022-2023,14MMS0683C,BGC,Escolarizada,173,207,,380,3,6,,9,0,3,,3,
694,2022-2023 14MMS0684B BGC,2022-2023,14MMS0684B,BGC,Escolarizada,59,73,,132,0,0,,0,0,0,,0,
695,2022-2023 14MMS0685A BGC,2022-2023,14MMS0685A,BGC,Escolarizada,153,185,,338,3,2,,5,4,10,,14,
696,2022-2023 14MMS0686Z BGC,2022-2023,14MMS0686Z,BGC,Escolarizada,100,109,,209,1,0,,1,34,27,,61,
697,2022-2023 14MMS0687Z BGC,2022-2023,14MMS0687Z,BGC,Escolarizada,54,49,,103,0,1,,1,2,0,,2,
698,2022-2023 14MMS0688Y BGC,2022-2023,14MMS0688Y,BGC,Escolarizada,73,91,,164,0,4,,4,8,4,,12,
699,2022-2023 14MMS0689X BGC,2022-2023,14MMS0689X,BGC,Escolarizada,38,55,,93,0,0,,0,0,0,,0,
700,2022-2023 14MMS0690M BGC,2022-2023,14MMS0690M,BGC,Escolarizada,36,34,,70,0,0,,0,0,0,,0,
701,2022-2023 14MMS0691L BGC,2022-2023,14MMS0691L,BGC,Escolarizada,83,100,,183,1,0,,1,0,0,,0,
702,2022-2023 14MMS0692K BGC,2022-2023,14MMS0692K,BGC,Escolarizada,126,142,,268,4,4,,8,0,0,,0,
703,2022-2023 14MMS0693J BGC,2022-2023,14MMS0693J,BGC,Escolarizada,356,410,,766,0,1,,1,0,0,,0,
704,2022-2023 14MMS0694I BGC,2022-2023,14MMS0694I,BGC,Escolarizada,61,93,,154,4,3,,7,0,0,,0,
705,2022-2023 14MMS0695H BGC,2022-2023,14MMS0695H,BGC,Escolarizada,181,230,,411,3,3,,6,0,0,,0,
706,2022-2023 14MMS0696G BGC,2022-2023,14MMS0696G,BGC,Escolarizada,201,266,,467,1,2,,3,0,0,,0,
707,2022-2023 14MMS0697F BGC,2022-2023,14MMS0697F,BGC,Escolarizada,70,120,,190,1,2,,3,0,0,,0,
708,2022-2023 14MMS0698E BGC,2022-2023,14MMS0698E,BGC,Escolarizada,205,180,,385,2,2,,4,0,0,,0,
709,2022-2023 14MMS0699D BGC,2022-2023,14MMS0699D,BGC,Escolarizada,140,180,,320,4,1,,5,0,0,,0,
710,2022-2023 14MMS0700C BGC,2022-2023,14MMS0700C,BGC,Escolarizada,110,130,,240,1,0,,1,0,0,,0,
711,2022-2023 14MMS0701B BGC,2022-2023,14MMS0701B,BGC,Escolarizada,475,582,,1057,6,10,,16,1,0,,1,
712,2022-2023 14MMS0702A BGC,2022-2023,14MMS0702A,BGC,Escolarizada,79,94,,173,2,0,,2,0,0,,0,
713,2022-2023 14MMS0703Z BGC,2022-2023,14MMS0703Z,BGC,Escolarizada,112,144,,256,0,1,,1,36,54,,90,
714,2022-2023 14MMS0704Z BGC,2022-2023,14MMS0704Z,BGC,Escolarizada,85,105,,190,0,0,,0,0,0,,0,
715,2022-2023 14MMS0705Y BGAI,2022-2023,14MMS0705Y,BGAI,Escolarizada,9,28,,37,0,0,,0,0,0,,0,
716,2022-2023 14MMS0705Y BGC,2022-2023,14MMS0705Y,BGC,Escolarizada,340,458,,798,3,7,,10,0,1,,1,
717,2022-2023 14MMS0706X BGC,2022-2023,14MMS0706X,BGC,Escolarizada,466,562,,1028,14,17,,31,0,0,,0,
718,2022-2023 14MMS0707W BGC,2022-2023,14MMS0707W,BGC,Escolarizada,326,433,,759,0,3,,3,0,1,,1,
719,2022-2023 14MMS0708V BGC,2022-2023,14MMS0708V,BGC,Escolarizada,293,358,,651,8,3,,11,0,0,,0,
720,2022-2023 14MMS0709U BGC,2022-2023,14MMS0709U,BGC,Escolarizada,163,221,,384,0,0,,0,2,0,,2,
721,2022-2023 14MMS0710J BGC,2022-2023,14MMS0710J,BGC,Escolarizada,156,186,,342,0,0,,0,1,1,,2,
722,2022-2023 14MMS0711I BGC,2022-2023,14MMS0711I,BGC,Escolarizada,82,94,,176,1,0,,1,0,0,,0,
723,2022-2023 14MMS0712H BGC,2022-2023,14MMS0712H,BGC,Escolarizada,205,265,,470,5,3,,8,1,0,,1,
724,2022-2023 14MMS0713G BGC,2022-2023,14MMS0713G,BGC,Escolarizada,228,311,,539,7,3,,10,0,0,,0,
725,2022-2023 14MMS0714F BGC,2022-2023,14MMS0714F,BGC,Escolarizada,237,245,,482,9,5,,14,0,0,,0,
726,2022-2023 14MMS0715E BGC,2022-2023,14MMS0715E,BGC,Escolarizada,115,149,,264,2,4,,6,0,0,,0,
727,2022-2023 14MMS0716D BGC,2022-2023,14MMS0716D,BGC,Escolarizada,135,190,,325,0,0,,0,0,0,,0,
728,2022-2023 14MMS0717C BGC,2022-2023,14MMS0717C,BGC,Escolarizada,245,202,,447,3,0,,3,0,0,,0,
729,2022-2023 14MMS0718B BGC,2022-2023,14MMS0718B,BGC,Escolarizada,257,268,,525,1,1,,2,0,0,,0,
730,2022-2023 14MMS0719A BGC,2022-2023,14MMS0719A,BGC,Escolarizada,130,129,,259,0,0,,0,0,0,,0,
731,2022-2023 14MMS0720Q BGC,2022-2023,14MMS0720Q,BGC,Escolarizada,148,183,,331,1,0,,1,0,0,,0,
732,2022-2023 14MMS0721P BGAI,2022-2023,14MMS0721P,BGAI,Escolarizada,21,15,,36,0,0,,0,0,0,,0,
733,2022-2023 14MMS0721P BGC,2022-2023,14MMS0721P,BGC,Escolarizada,262,406,,668,3,8,,11,0,1,,1,
734,2022-2023 14MMS0722O BGC,2022-2023,14MMS0722O,BGC,Escolarizada,227,273,,500,3,8,,11,0,0,,0,
735,2022-2023 14MMS0723N BGC,2022-2023,14MMS0723N,BGC,Escolarizada,60,65,,125,0,0,,0,0,0,,0,
736,2022-2023 14MMS0724M BGC,2022-2023,14MMS0724M,BGC,Escolarizada,100,111,,211,0,0,,0,0,0,,0,
737,2022-2023 14MMS0725L BGC,2022-2023,14MMS0725L,BGC,Escolarizada,39,87,,126,1,2,,3,0,0,,0,
738,2022-2023 14MMS0726K BGC,2022-2023,14MMS0726K,BGC,Escolarizada,41,57,,98,0,0,,0,0,0,,0,
739,2022-2023 14MMS0727J BGC,2022-2023,14MMS0727J,BGC,Escolarizada,68,75,,143,0,0,,0,0,0,,0,
740,2022-2023 14MMS0728I BGC,2022-2023,14MMS0728I,BGC,Escolarizada,49,58,,107,1,0,,1,0,0,,0,
741,2022-2023 14MMS0730X BGC,2022-2023,14MMS0730X,BGC,Escolarizada,83,80,,163,2,1,,3,0,0,,0,
742,2022-2023 14MMS0731W BGC,2022-2023,14MMS0731W,BGC,Escolarizada,96,79,,175,4,0,,4,2,0,,2,
743,2022-2023 14MMS0732V BGC,2022-2023,14MMS0732V,BGC,Escolarizada,111,89,,200,0,0,,0,0,1,,1,
744,2022-2023 14MMS0733U BGC,2022-2023,14MMS0733U,BGC,Escolarizada,70,57,,127,0,0,,0,0,1,,1,
745,2022-2023 14MMS0734T BGC,2022-2023,14MMS0734T,BGC,Escolarizada,34,37,,71,0,1,,1,2,2,,4,
746,2022-2023 14MMS0735S BGC,2022-2023,14MMS0735S,BGC,Escolarizada,39,37,,76,0,0,,0,0,0,,0,
747,2022-2023 14MMS0736R BGC,2022-2023,14MMS0736R,BGC,Escolarizada,49,44,,93,1,0,,1,0,0,,0,
748,2022-2023 14MMS0737Q BGC,2022-2023,14MMS0737Q,BGC,Escolarizada,45,46,,91,2,0,,2,0,1,,1,
749,2022-2023 14MMS0738P BGC,2022-2023,14MMS0738P,BGC,Escolarizada,42,51,,93,0,1,,1,5,5,,10,
750,2022-2023 14MMS0739O BGC,2022-2023,14MMS0739O,BGC,Escolarizada,98,111,,209,0,2,,2,0,0,,0,
751,2022-2023 14MMS0740D BGC,2022-2023,14MMS0740D,BGC,Escolarizada,38,37,,75,0,0,,0,0,0,,0,
752,2022-2023 14MMS0741C BGC,2022-2023,14MMS0741C,BGC,Escolarizada,61,70,,131,0,0,,0,0,0,,0,
753,2022-2023 14MMS0742B BGC,2022-2023,14MMS0742B,BGC,Escolarizada,35,40,,75,0,0,,0,0,0,,0,
754,2022-2023 14MMS0743A BGC,2022-2023,14MMS0743A,BGC,Escolarizada,67,49,,116,0,0,,0,0,0,,0,
755,2022-2023 14MMS0744Z BGC,2022-2023,14MMS0744Z,BGC,Escolarizada,540,494,,1034,10,15,,25,1,1,,2,
756,2022-2023 14MMS0745Z BGC,2022-2023,14MMS0745Z,BGC,Escolarizada,40,44,,84,1,0,,1,0,0,,0,
757,2022-2023 14MMS0746Y BGC,2022-2023,14MMS0746Y,BGC,Escolarizada,82,127,,209,1,1,,2,0,0,,0,
758,2022-2023 14MMS0747X BGC,2022-2023,14MMS0747X,BGC,Escolarizada,162,224,,386,1,3,,4,0,1,,1,
759,2022-2023 14MMS0748W BGC,2022-2023,14MMS0748W,BGC,Escolarizada,75,119,,194,0,0,,0,0,0,,0,
760,2022-2023 14MMS0749V BGAI,2022-2023,14MMS0749V,BGAI,Escolarizada,123,205,,328,6,11,,17,3,4,,7,
761,2022-2023 14MMS0750K BGC,2022-2023,14MMS0750K,BGC,Escolarizada,142,197,,339,8,14,,22,0,0,,0,
762,2022-2023 14MMS0752I BGAI,2022-2023,14MMS0752I,BGAI,Escolarizada,54,54,,108,0,3,,3,0,0,,0,
763,2022-2023 14MMS0752I BGC,2022-2023,14MMS0752I,BGC,Escolarizada,681,1246,,1927,12,26,,38,3,3,,6,
764,2022-2023 14MMS0753H BGAI,2022-2023,14MMS0753H,BGAI,Escolarizada,78,39,,117,1,1,,2,0,0,,0,
765,2022-2023 14MMS0753H BGC,2022-2023,14MMS0753H,BGC,Escolarizada,1479,1706,,3185,28,25,,53,0,1,,1,
766,2022-2023 14MMS0754G BGC,2022-2023,14MMS0754G,BGC,Escolarizada,110,114,,224,7,8,,15,1,0,,1,
767,2022-2023 14MMS0755F BGC,2022-2023,14MMS0755F,BGC,Escolarizada,68,76,,144,2,0,,2,0,0,,0,
768,2022-2023 14MMS0756E BGAI,2022-2023,14MMS0756E,BGAI,Escolarizada,18,3,,21,2,0,,2,0,0,,0,
769,2022-2023 14MMS0756E BGC,2022-2023,14MMS0756E,BGC,Escolarizada,1409,1571,,2980,29,24,,53,12,7,,19,
770,2022-2023 14MMS0757D BGAI,2022-2023,14MMS0757D,BGAI,Escolarizada,17,9,,26,1,0,,1,0,0,,0,
771,2022-2023 14MMS0757D BGC,2022-2023,14MMS0757D,BGC,Escolarizada,1243,1467,,2710,28,30,,58,3,3,,6,
772,2022-2023 14MMS0758C BGC,2022-2023,14MMS0758C,BGC,Escolarizada,95,84,,179,1,0,,1,0,0,,0,
773,2022-2023 14MMS0759B BGAI,2022-2023,14MMS0759B,BGAI,Escolarizada,56,24,,80,1,0,,1,0,0,,0,
774,2022-2023 14MMS0759B BGC,2022-2023,14MMS0759B,BGC,Escolarizada,1491,1824,,3315,25,24,,49,3,0,,3,
775,2022-2023 14MMS0760R BGC,2022-2023,14MMS0760R,BGC,Escolarizada,41,40,,81,0,1,,1,0,0,,0,
776,2022-2023 14MMS0761Q BGC,2022-2023,14MMS0761Q,BGC,Escolarizada,133,158,,291,1,1,,2,0,0,,0,
777,2022-2023 14MMS0762P BGC,2022-2023,14MMS0762P,BGC,Escolarizada,94,129,,223,1,0,,1,0,0,,0,
778,2022-2023 14MMS0763O BGC,2022-2023,14MMS0763O,BGC,Escolarizada,50,60,,110,0,1,,1,0,0,,0,
779,2022-2023 14MMS0764N BGC,2022-2023,14MMS0764N,BGC,Escolarizada,58,84,,142,1,1,,2,0,0,,0,
780,2022-2023 14MMS0766L BGC,2022-2023,14MMS0766L,BGC,Escolarizada,29,53,,82,0,0,,0,0,0,,0,
781,2022-2023 14MMS0767K BGC,2022-2023,14MMS0767K,BGC,Escolarizada,297,359,,656,2,6,,8,1,0,,1,
782,2022-2023 14MMS0768J BGC,2022-2023,14MMS0768J,BGC,Escolarizada,107,111,,218,2,7,,9,0,0,,0,
783,2022-2023 14MMS0769I BGC,2022-2023,14MMS0769I,BGC,Escolarizada,88,118,,206,2,7,,9,0,0,,0,
784,2022-2023 14MMS0770Y BGC,2022-2023,14MMS0770Y,BGC,Escolarizada,28,43,,71,0,1,,1,0,0,,0,
785,2022-2023 14MMS0771X BGC,2022-2023,14MMS0771X,BGC,Escolarizada,204,248,,452,1,0,,1,0,0,,0,
786,2022-2023 14MMS0772W BGC,2022-2023,14MMS0772W,BGC,Escolarizada,47,46,,93,2,2,,4,0,0,,0,
787,2022-2023 14MMS0773V BGC,2022-2023,14MMS0773V,BGC,Escolarizada,1037,946,,1983,11,14,,25,0,3,,3,
788,2022-2023 14MMS0798D BGC,2022-2023,14MMS0798D,BGC,Escolarizada,313,354,,667,4,4,,8,0,0,,0,
789,2022-2023 14MMS0817B BGC,2022-2023,14MMS0817B,BGC,Escolarizada,248,223,,471,3,1,,4,1,0,,1,
790,2022-2023 14MMS0818A BGAI,2022-2023,14MMS0818A,BGAI,Escolarizada,49,32,,81,2,2,,4,0,0,,0,
791,2022-2023 14MMS0818A BGC,2022-2023,14MMS0818A,BGC,Escolarizada,1564,2331,,3895,28,50,,78,0,1,,1,
792,2022-2023 14MMS0827I BGC,2022-2023,14MMS0827I,BGC,Escolarizada,119,142,,261,0,1,,1,0,0,,0,
793,2022-2023 14MMS0832U BGC,2022-2023,14MMS0832U,BGC,Escolarizada,118,127,,245,1,0,,1,0,0,,0,
794,2022-2023 14MMS0844Z BGC,2022-2023,14MMS0844Z,BGC,Escolarizada,1426,1459,,2885,16,34,,50,0,1,,1,
795,2022-2023 14MMS0878P BGC,2022-2023,14MMS0878P,BGC,Escolarizada,207,229,,436,1,0,,1,1,1,,2,
796,2022-2023 14MMS0879O BGC,2022-2023,14MMS0879O,BGC,Escolarizada,85,104,,189,2,0,,2,0,0,,0,
797,2022-2023 14MMS0614G 3101600003,2022-2023,14MMS0614G,3101600003,Escolarizada,256,569,,825,7,14,,21,0,1,,1,
798,2022-2023 14MMS0616E 2071100002,2022-2023,14MMS0616E,2071100002,Escolarizada,210,13,,223,4,0,,4,0,0,,0,
799,2022-2023 14MMS0616E 2071400001,2022-2023,14MMS0616E,2071400001,Escolarizada,180,316,,496,3,7,,10,0,0,,0,
800,2022-2023 14MMS0616E 2092100004,2022-2023,14MMS0616E,2092100004,Escolarizada,227,588,,815,5,6,,11,0,0,,0,
801,2022-2023 14MMS0616E 3081100003,2022-2023,14MMS0616E,3081100003,Escolarizada,203,187,,390,6,4,,10,0,0,,0,
802,2022-2023 14MMS0632W 3042100026,2022-2023,14MMS0632W,3042100026,Escolarizada,74,73,,147,1,0,,1,0,0,,0,
803,2022-2023 14MMS0645Z 3021700001,2022-2023,14MMS0645Z,3021700001,Escolarizada,145,162,,307,1,1,,2,0,0,,0,
804,2022-2023 14MMS0645Z 3042100001,2022-2023,14MMS0645Z,3042100001,Escolarizada,220,305,,525,7,5,,12,0,0,,0,
805,2022-2023 14MMS0650L 3093100005,2022-2023,14MMS0650L,3093100005,Escolarizada,186,321,,507,2,4,,6,0,0,,0,
806,2022-2023 14MMS0650L 3095300007,2022-2023,14MMS0650L,3095300007,Escolarizada,187,360,,547,2,10,,12,0,1,,1,
807,2022-2023 14MMS0651K 3101600003,2022-2023,14MMS0651K,3101600003,Escolarizada,113,123,,236,3,3,,6,0,0,,0,
808,2022-2023 14MMS0659C 3042100026,2022-2023,14MMS0659C,3042100026,Escolarizada,61,56,,117,1,2,,3,0,0,,0,
809,2022-2023 14MMS0660S 3042000001,2022-2023,14MMS0660S,3042000001,Escolarizada,85,89,,174,1,0,,1,0,0,,0,
810,2022-2023 14MMS0660S 3101600003,2022-2023,14MMS0660S,3101600003,Escolarizada,49,102,,151,0,0,,0,0,0,,0,
811,2022-2023 14MMS0699D 3081100003,2022-2023,14MMS0699D,3081100003,Escolarizada,62,47,,109,2,0,,2,0,0,,0,
812,2022-2023 14MMS0717C 3042000001,2022-2023,14MMS0717C,3042000001,Escolarizada,52,40,,92,0,0,,0,0,0,,0,
813,2022-2023 14MMS0717C 3101600003,2022-2023,14MMS0717C,3101600003,Escolarizada,30,72,,102,0,1,,1,0,0,,0,
814,2022-2023 14MMS0718B 3042000001,2022-2023,14MMS0718B,3042000001,Escolarizada,52,47,,99,0,0,,0,0,0,,0,
815,2022-2023 14MMS0718B 3101600003,2022-2023,14MMS0718B,3101600003,Escolarizada,83,126,,209,0,0,,0,0,0,,0,
816,2022-2023 14MMS0748W 3081100003,2022-2023,14MMS0748W,3081100003,Escolarizada,97,57,,154,2,1,,3,0,0,,0,
817,2022-2023 14MMS0751J 3021600010,2022-2023,14MMS0751J,3021600010,Escolarizada,3,61,,64,0,0,,0,3,60,,63,
