name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
310 2022-2023 14MMS0659C BGC,310,2022-2023,14MMS0659C,BGC,Escolarizada,143,186,,329,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,2,,4,0,2,,2,0,0,,0,2,5,,7,0,0,,0
311 2022-2023 14MMS0659C BGC,311,2022-2023,14MMS0659C,BGC,Escolarizada,159,168,,327,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,7,,10,0,1,,1,0,0,,0,4,9,,13,0,0,,0
312 2022-2023 14MMS0725L BGC,312,2022-2023,14MMS0725L,BGC,Escolarizada,39,87,,126,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
313 2022-2023 14MMS0658D BGC,313,2022-2023,14MMS0658D,BGC,Escolarizada,339,419,,758,2,0,,2,1,1,,2,0,0,,0,0,1,,1,0,0,,0,4,6,,10,0,0,,0,1,0,,1,8,8,,16,0,0,,0
314 2022-2023 14MMS0658D BGC,314,2022-2023,14MMS0658D,BGC,Escolarizada,336,420,,756,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,3,10,,13,0,0,,0,0,0,,0,3,11,,14,0,0,,0
315 2022-2023 14MMS0638Q BGC,315,2022-2023,14MMS0638Q,BGC,Escolarizada,173,240,,413,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
316 2022-2023 14MMS0638Q BGC,316,2022-2023,14MMS0638Q,BGC,Escolarizada,175,237,,412,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
317 2022-2023 14MMS0749V BGAI,317,2022-2023,14MMS0749V,BGAI,No escolarizada,123,205,,328,1,3,,4,3,2,,5,0,1,,1,0,0,,0,0,0,,0,1,4,,5,0,0,,0,1,1,,2,6,11,,17,3,4,,7
318 2022-2023 14MMS0775T 2021300033,318,2022-2023,14MMS0775T,2021300033,Escolarizada,269,133,,402,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,10,3,,13,1,0,,1,0,0,,0,12,3,,15,0,0,,0
319 2022-2023 14MMS0774U 2092100004,319,2022-2023,14MMS0774U,2092100004,Escolarizada,229,666,,895,0,1,,1,1,0,,1,0,0,,0,0,1,,1,1,0,,1,5,5,,10,0,0,,0,0,0,,0,7,7,,14,1,4,,5
320 2022-2023 14MMS0777R 2092100004,320,2022-2023,14MMS0777R,2092100004,Escolarizada,172,526,,698,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,3,3,,6,0,1,,1
321 2022-2023 14MMS0650L 3095300007,321,2022-2023,14MMS0650L,3095300007,Escolarizada,98,177,,275,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,0,,0,0,0,,0,0,6,,6,0,1,,1
322 2022-2023 14MMS0650L 3095300007,322,2022-2023,14MMS0650L,3095300007,Escolarizada,89,183,,272,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,4,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
323 2022-2023 14MMS0650L 3093100005,323,2022-2023,14MMS0650L,3093100005,Escolarizada,96,159,,255,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,3,,3,0,0,,0
324 2022-2023 14MMS0650L 3093100005,324,2022-2023,14MMS0650L,3093100005,Escolarizada,90,162,,252,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
325 2022-2023 14MMS0752I 3073200001,325,2022-2023,14MMS0752I,3073200001,Escolarizada,196,199,,395,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,0,,1,0,0,,0,3,2,,5,0,0,,0
326 2022-2023 14MMS0752I 3073200001,326,2022-2023,14MMS0752I,3073200001,Escolarizada,196,198,,394,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,5,,6,0,1,,1,0,0,,0,1,7,,8,0,2,,2
327 2022-2023 14MMS0752I 3061300004,327,2022-2023,14MMS0752I,3061300004,Escolarizada,253,136,,389,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,4,,9,1,0,,1,0,0,,0,6,4,,10,1,0,,1
328 2022-2023 14MMS0752I 3061300004,328,2022-2023,14MMS0752I,3061300004,Escolarizada,253,134,,387,1,0,,1,2,0,,2,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,0,,1,0,0,,0,5,1,,6,0,1,,1
329 2022-2023 14MMS0776S 3073200001,329,2022-2023,14MMS0776S,3073200001,Escolarizada,186,119,,305,0,1,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,6,1,,7,0,0,,0,0,0,,0,6,3,,9,0,0,,0
330 2022-2023 14MMS0776S 3073200001,330,2022-2023,14MMS0776S,3073200001,Escolarizada,174,129,,303,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,1,,6,0,0,,0,0,0,,0,5,1,,6,0,0,,0
331 2022-2023 14MMS0776S 3071700002,331,2022-2023,14MMS0776S,3071700002,Escolarizada,53,78,,131,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
332 2022-2023 14MMS0776S 2072100002,332,2022-2023,14MMS0776S,2072100002,Escolarizada,116,288,,404,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,2,5,,7,0,1,,1
333 2022-2023 14MMS0776S 2072100002,333,2022-2023,14MMS0776S,2072100002,Escolarizada,123,279,,402,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
334 2022-2023 14MMS0776S 2071200002,334,2022-2023,14MMS0776S,2071200002,Escolarizada,219,10,,229,0,0,,0,3,0,,3,0,0,,0,0,0,,0,0,0,,0,5,0,,5,0,0,,0,0,0,,0,8,0,,8,0,0,,0
335 2022-2023 14MMS0776S 2071200002,335,2022-2023,14MMS0776S,2071200002,Escolarizada,212,14,,226,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,5,0,,5,1,0,,1,0,0,,0,7,0,,7,0,0,,0
336 2022-2023 14MMS0776S 2072400003,336,2022-2023,14MMS0776S,2072400003,Escolarizada,68,21,,89,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
337 2022-2023 14MMS0776S 2072400003,337,2022-2023,14MMS0776S,2072400003,Escolarizada,72,15,,87,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,0,,1,1,1,,2,0,0,,0
338 2022-2023 14MMS0776S 2071100002,338,2022-2023,14MMS0776S,2071100002,Escolarizada,401,20,,421,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,0,,4,0,0,,0,0,0,,0,4,0,,4,0,0,,0
339 2022-2023 14MMS0776S 2071100002,339,2022-2023,14MMS0776S,2071100002,Escolarizada,401,17,,418,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
340 2022-2023 14MMS0776S 2072300001,340,2022-2023,14MMS0776S,2072300001,Escolarizada,40,22,,62,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
341 2022-2023 14MMS0776S 2072300001,341,2022-2023,14MMS0776S,2072300001,Escolarizada,47,13,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
342 2022-2023 14MMS0776S 2071400003,342,2022-2023,14MMS0776S,2071400003,Escolarizada,135,136,,271,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,2,,5,0,0,,0
343 2022-2023 14MMS0776S 2071400003,343,2022-2023,14MMS0776S,2071400003,Escolarizada,134,135,,269,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,1,0,,1
344 2022-2023 14MMS0776S 2062200013,344,2022-2023,14MMS0776S,2062200013,Escolarizada,446,133,,579,4,0,,4,1,1,,2,0,0,,0,0,0,,0,0,0,,0,9,3,,12,2,0,,2,0,0,,0,16,4,,20,0,0,,0
345 2022-2023 14MMS0776S 2062200013,345,2022-2023,14MMS0776S,2062200013,Escolarizada,442,134,,576,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,9,1,,10,0,0,,0,0,0,,0,10,1,,11,0,0,,0
346 2022-2023 14MMS0799C 3042000001,346,2022-2023,14MMS0799C,3042000001,Escolarizada,140,213,,353,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,1,3,,4,0,0,,0
347 2022-2023 14MMS0799C 3042000001,347,2022-2023,14MMS0799C,3042000001,Escolarizada,152,200,,352,1,2,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,3,,5,0,0,,0
348 2022-2023 14MMS0799C 3041100005,348,2022-2023,14MMS0799C,3041100005,Escolarizada,89,116,,205,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,2,0,,2,0,0,,0,0,0,,0,4,0,,4,0,1,,1
349 2022-2023 14MMS0799C 3041100005,349,2022-2023,14MMS0799C,3041100005,Escolarizada,78,125,,203,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
350 2022-2023 14MMS0799C 2051200001,350,2022-2023,14MMS0799C,2051200001,Escolarizada,108,167,,275,1,1,,2,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,4,,5,0,0,,0,0,0,,0,3,5,,8,0,0,,0
351 2022-2023 14MMS0799C 2051200001,351,2022-2023,14MMS0799C,2051200001,Escolarizada,121,152,,273,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
352 2022-2023 14MMS0799C 2071200011,352,2022-2023,14MMS0799C,2071200011,Escolarizada,123,27,,150,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,4,0,,4,0,0,,0,0,0,,0,5,0,,5,0,0,,0
353 2022-2023 14MMS0799C 2071200011,353,2022-2023,14MMS0799C,2071200011,Escolarizada,116,32,,148,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
354 2022-2023 14MMS0799C 2062200007,354,2022-2023,14MMS0799C,2062200007,Escolarizada,310,125,,435,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,1,,7,1,0,,1,1,0,,1,8,1,,9,1,0,,1
355 2022-2023 14MMS0799C 2062200007,355,2022-2023,14MMS0799C,2062200007,Escolarizada,318,116,,434,1,0,,1,1,0,,1,0,0,,0,1,0,,1,0,0,,0,9,0,,9,0,0,,0,0,0,,0,12,0,,12,0,0,,0
356 2022-2023 14MMS0799C 2072000001,356,2022-2023,14MMS0799C,2072000001,Escolarizada,76,23,,99,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
357 2022-2023 14MMS0799C 2072000001,357,2022-2023,14MMS0799C,2072000001,Escolarizada,69,27,,96,0,0,,0,2,0,,2,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,3,1,,4,0,0,,0
358 2022-2023 14MMS0799C 2062100003,358,2022-2023,14MMS0799C,2062100003,Escolarizada,81,40,,121,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
359 2022-2023 14MMS0799C 2062100003,359,2022-2023,14MMS0799C,2062100003,Escolarizada,79,39,,118,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,1,0,,1
360 2022-2023 14MMS0645Z 3042100001,360,2022-2023,14MMS0645Z,3042100001,Escolarizada,112,152,,264,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,1,,5,0,0,,0,0,0,,0,4,1,,5,0,0,,0
361 2022-2023 14MMS0645Z 3042100001,361,2022-2023,14MMS0645Z,3042100001,Escolarizada,108,153,,261,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,4,,7,0,0,,0,0,0,,0,3,4,,7,0,0,,0
362 2022-2023 14MMS0645Z 3021700001,362,2022-2023,14MMS0645Z,3021700001,Escolarizada,71,84,,155,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
363 2022-2023 14MMS0645Z 3021700001,363,2022-2023,14MMS0645Z,3021700001,Escolarizada,74,78,,152,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
364 2022-2023 14MMS0614G 3101600003,364,2022-2023,14MMS0614G,3101600003,Escolarizada,131,282,,413,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,6,,8,0,1,,1
365 2022-2023 14MMS0614G 3101600003,365,2022-2023,14MMS0614G,3101600003,Escolarizada,125,287,,412,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,3,7,,10,1,0,,1,0,0,,0,5,8,,13,0,0,,0
366 2022-2023 14MMS0830W 3081100024,366,2022-2023,14MMS0830W,3081100024,Escolarizada,60,20,,80,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,60,20,,80
367 2022-2023 14MMS0830W 3021600010,367,2022-2023,14MMS0830W,3021600010,Escolarizada,10,69,,79,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,69,,79
368 2022-2023 14MMS0651K 3101600003,368,2022-2023,14MMS0651K,3101600003,Escolarizada,57,62,,119,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
369 2022-2023 14MMS0651K 3101600003,369,2022-2023,14MMS0651K,3101600003,Escolarizada,56,61,,117,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,4,0,0,,0,0,0,,0,2,2,,4,0,0,,0
370 2022-2023 14MMS0751J 3081100024,370,2022-2023,14MMS0751J,3081100024,Escolarizada,72,7,,79,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,72,7,,79
371 2022-2023 14MMS0751J 3021600010,371,2022-2023,14MMS0751J,3021600010,Escolarizada,3,61,,64,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,60,,63
372 2022-2023 14MMS0718B 3042000001,372,2022-2023,14MMS0718B,3042000001,Escolarizada,52,47,,99,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
373 2022-2023 14MMS0718B 3101600003,373,2022-2023,14MMS0718B,3101600003,Escolarizada,83,126,,209,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
374 2022-2023 14MMS0717C 3042000001,374,2022-2023,14MMS0717C,3042000001,Escolarizada,52,40,,92,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
375 2022-2023 14MMS0717C 3101600003,375,2022-2023,14MMS0717C,3101600003,Escolarizada,30,72,,102,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
376 2022-2023 14MMS0748W 3081100003,376,2022-2023,14MMS0748W,3081100003,Escolarizada,45,34,,79,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
377 2022-2023 14MMS0748W 3081100003,377,2022-2023,14MMS0748W,3081100003,Escolarizada,52,23,,75,1,0,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0
378 2022-2023 14MMS0616E 3081100003,378,2022-2023,14MMS0616E,3081100003,Escolarizada,101,95,,196,0,0,,0,1,0,,1,1,0,,1,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,4,1,,5,0,0,,0
379 2022-2023 14MMS0616E 3081100003,379,2022-2023,14MMS0616E,3081100003,Escolarizada,102,92,,194,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,3,,5,0,0,,0
380 2022-2023 14MMS0616E 2092100004,380,2022-2023,14MMS0616E,2092100004,Escolarizada,108,301,,409,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,4,,7,0,0,,0,0,0,,0,3,4,,7,0,0,,0
381 2022-2023 14MMS0616E 2092100004,381,2022-2023,14MMS0616E,2092100004,Escolarizada,119,287,,406,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,4,0,0,,0,0,0,,0,2,2,,4,0,0,,0
382 2022-2023 14MMS0616E 2071100002,382,2022-2023,14MMS0616E,2071100002,Escolarizada,107,6,,113,1,0,,1,2,0,,2,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,4,0,,4,0,0,,0
383 2022-2023 14MMS0616E 2071100002,383,2022-2023,14MMS0616E,2071100002,Escolarizada,103,7,,110,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
384 2022-2023 14MMS0616E 2071400001,384,2022-2023,14MMS0616E,2071400001,Escolarizada,96,153,,249,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
385 2022-2023 14MMS0616E 2071400001,385,2022-2023,14MMS0616E,2071400001,Escolarizada,84,163,,247,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,4,,6,0,0,,0,0,0,,0,2,5,,7,0,0,,0
386 2022-2023 14MMS0699D 3081100003,386,2022-2023,14MMS0699D,3081100003,Escolarizada,62,47,,109,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
387 2022-2023 14MMS0632W 3042100026,387,2022-2023,14MMS0632W,3042100026,Escolarizada,39,35,,74,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
388 2022-2023 14MMS0632W 3042100026,388,2022-2023,14MMS0632W,3042100026,Escolarizada,35,38,,73,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
389 2022-2023 14MMS0660S 3042000001,389,2022-2023,14MMS0660S,3042000001,Escolarizada,44,45,,89,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
390 2022-2023 14MMS0660S 3042000001,390,2022-2023,14MMS0660S,3042000001,Escolarizada,41,44,,85,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
391 2022-2023 14MMS0660S 3101600003,391,2022-2023,14MMS0660S,3101600003,Escolarizada,28,48,,76,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
392 2022-2023 14MMS0660S 3101600003,392,2022-2023,14MMS0660S,3101600003,Escolarizada,21,54,,75,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
393 2022-2023 14MMS0659C 3042100026,393,2022-2023,14MMS0659C,3042100026,Escolarizada,61,56,,117,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
394 2022-2023 14USU0002Z 5011100022,394,2022-2023,14USU0002Z,5011100022,Escolarizada,21,33,,54,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,21,33,,54
395 2022-2023 14USU0002Z 5011500002,395,2022-2023,14USU0002Z,5011500002,Escolarizada,67,190,,257,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,4,4,,8,1,0,,1,0,0,,0,5,5,,10,26,27,,53
396 2022-2023 14USU0002Z 5031100007,396,2022-2023,14USU0002Z,5031100007,Escolarizada,74,254,,328,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,1,8,,9,0,0,,0,0,0,,0,1,10,,11,1,3,,4
397 2022-2023 14USU0002Z 5031200004,397,2022-2023,14USU0002Z,5031200004,Escolarizada,4,12,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2
398 2022-2023 14USU0002Z 5033100003,398,2022-2023,14USU0002Z,5033100003,Escolarizada,251,342,,593,0,2,,2,0,0,,0,0,0,,0,0,0,,0,1,0,,1,3,7,,10,0,1,,1,0,0,,0,4,10,,14,7,4,,11
399 2022-2023 14USU0002Z 5041100021,399,2022-2023,14USU0002Z,5041100021,Escolarizada,53,34,,87,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,4,,12
400 2022-2023 14USU0002Z 5041400032,400,2022-2023,14USU0002Z,5041400032,Escolarizada,80,115,,195,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,6,4,,10,0,0,,0,0,0,,0,6,6,,12,4,4,,8
401 2022-2023 14USU0002Z 5042000002,401,2022-2023,14USU0002Z,5042000002,Escolarizada,128,173,,301,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,5,2,,7,0,0,,0,0,0,,0,5,4,,9,7,6,,13
402 2022-2023 14USU0002Z 5062100034,402,2022-2023,14USU0002Z,5062100034,Escolarizada,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
403 2022-2023 14USU0002Z 5062200073,403,2022-2023,14USU0002Z,5062200073,Escolarizada,156,46,,202,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,1,,5,0,0,,0,1,0,,1,5,1,,6,11,2,,13
404 2022-2023 14USU0002Z 5071300009,404,2022-2023,14USU0002Z,5071300009,Escolarizada,240,35,,275,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,2,,6,2,0,,2,0,0,,0,6,2,,8,5,0,,5
405 2022-2023 14USU0002Z 5092100006,405,2022-2023,14USU0002Z,5092100006,Escolarizada,208,648,,856,0,1,,1,0,0,,0,0,1,,1,0,1,,1,0,0,,0,4,12,,16,2,1,,3,0,0,,0,6,16,,22,6,25,,31
406 2022-2023 14USU0002Z 5094200006,406,2022-2023,14USU0002Z,5094200006,Escolarizada,55,143,,198,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,6,,7,0,0,,0,0,0,,0,1,7,,8,0,5,,5
407 2022-2023 14USU0002Z 5101600013,407,2022-2023,14USU0002Z,5101600013,Escolarizada,15,40,,55,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,4,,5,0,1,,1
408 2022-2023 14USU0003Y 5031100007,408,2022-2023,14USU0003Y,5031100007,Escolarizada,100,371,,471,0,1,,1,1,0,,1,0,0,,0,0,0,,0,1,0,,1,2,17,,19,0,1,,1,0,1,,1,4,20,,24,0,0,,0
409 2022-2023 14USU0003Y 5031500010,409,2022-2023,14USU0003Y,5031500010,Escolarizada,29,288,,317,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,6,,7,0,0,,0,0,0,,0,2,6,,8,0,0,,0
410 2022-2023 14USU0003Y 5033100003,410,2022-2023,14USU0003Y,5033100003,Escolarizada,170,310,,480,1,0,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0,6,7,,13,0,1,,1,0,0,,0,7,10,,17,0,0,,0
411 2022-2023 14USU0003Y 5041100021,411,2022-2023,14USU0003Y,5041100021,Escolarizada,75,79,,154,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,2,5,,7,0,0,,0
412 2022-2023 14USU0003Y 5041400032,412,2022-2023,14USU0003Y,5041400032,Escolarizada,164,247,,411,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,1,,1,5,7,,12,0,0,,0,0,0,,0,5,10,,15,0,0,,0
413 2022-2023 14USU0003Y 5042000002,413,2022-2023,14USU0003Y,5042000002,Escolarizada,149,238,,387,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,4,5,,9,0,1,,1,0,0,,0,4,7,,11,0,3,,3
414 2022-2023 14USU0003Y 5051100015,414,2022-2023,14USU0003Y,5051100015,Escolarizada,60,103,,163,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,6,,8,0,0,,0,0,0,,0,2,6,,8,0,0,,0
415 2022-2023 14USU0003Y 5052200021,415,2022-2023,14USU0003Y,5052200021,Escolarizada,40,47,,87,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,1,,1,0,0,,0,0,0,,0,1,2,,3,0,0,,0
416 2022-2023 14USU0003Y 5062200055,416,2022-2023,14USU0003Y,5062200055,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
