name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
417 2022-2023 14USU0003Y 5062200073,417,2022-2023,14USU0003Y,5062200073,Escolarizada,230,20,,250,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,0,,7,1,0,,1,0,0,,0,8,0,,8,1,0,,1
418 2022-2023 14USU0003Y 5062200082,418,2022-2023,14USU0003Y,5062200082,Escolarizada,129,35,,164,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,2,,4,0,0,,0
419 2022-2023 14USU0003Y 5071300014,419,2022-2023,14USU0003Y,5071300014,Escolarizada,302,35,,337,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,2,,7,0,0,,0,0,0,,0,6,2,,8,0,0,,0
420 2022-2023 14USU0003Y 5071300091,420,2022-2023,14USU0003Y,5071300091,Escolarizada,70,17,,87,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,0,,4,0,0,,0,0,0,,0,5,0,,5,0,0,,0
421 2022-2023 14USU0003Y 5072400001,421,2022-2023,14USU0003Y,5072400001,Escolarizada,20,16,,36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
422 2022-2023 14USU0003Y 5092100006,422,2022-2023,14USU0003Y,5092100006,Escolarizada,63,196,,259,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,3,,3,0,0,,0,0,0,,0,1,4,,5,0,0,,0
423 2022-2023 14USU0003Y 5094200006,423,2022-2023,14USU0003Y,5094200006,Escolarizada,51,213,,264,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,4,2,,6,0,0,,0,0,0,,0,4,3,,7,0,1,,1
424 2022-2023 14USU0003Y 5101600013,424,2022-2023,14USU0003Y,5101600013,Escolarizada,47,140,,187,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
425 2022-2023 14USU0003Y 5011500002,425,2022-2023,14USU0003Y,5011500002,Escolarizada,72,279,,351,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,4,,4,0,0,,0,0,0,,0,0,5,,5,0,0,,0
426 2022-2023 14USU0003Y 5031500008,426,2022-2023,14USU0003Y,5031500008,Escolarizada,2,28,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
427 2022-2023 14USU0004X 5011200004,427,2022-2023,14USU0004X,5011200004,No escolarizada,137,555,,692,1,8,,9,0,0,,0,0,0,,0,0,1,,1,0,0,,0,1,11,,12,0,0,,0,0,0,,0,2,20,,22,2,3,,5
428 2022-2023 14USU0004X 5011500002,428,2022-2023,14USU0004X,5011500002,No escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
429 2022-2023 14USU0004X 5021000007,429,2022-2023,14USU0004X,5021000007,No escolarizada,82,210,,292,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,1,5,,6,0,2,,2
430 2022-2023 14USU0004X 5032100001,430,2022-2023,14USU0004X,5032100001,No escolarizada,44,31,,75,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
431 2022-2023 14USU0004X 5032200003,431,2022-2023,14USU0004X,5032200003,No escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
432 2022-2023 14USU0004X 5032200012,432,2022-2023,14USU0004X,5032200012,No escolarizada,33,80,,113,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,1,,1,1,2,,3,3,1,,4
433 2022-2023 14USU0004X 5041200075,433,2022-2023,14USU0004X,5041200075,No escolarizada,426,632,,1058,3,1,,4,2,1,,3,0,0,,0,1,0,,1,0,1,,1,11,7,,18,0,0,,0,0,0,,0,17,10,,27,1,2,,3
434 2022-2023 14USU0004X 5042100065,434,2022-2023,14USU0004X,5042100065,No escolarizada,577,888,,1465,1,4,,5,0,0,,0,0,0,,0,0,0,,0,1,2,,3,4,13,,17,0,0,,0,1,0,,1,7,19,,26,3,4,,7
435 2022-2023 14USU0004X 5061000015,435,2022-2023,14USU0004X,5061000015,No escolarizada,338,143,,481,1,0,,1,0,0,,0,0,0,,0,1,2,,3,0,0,,0,4,0,,4,0,0,,0,0,1,,1,6,3,,9,2,0,,2
436 2022-2023 14USU0004X 5062200105,436,2022-2023,14USU0004X,5062200105,No escolarizada,492,165,,657,6,0,,6,2,1,,3,0,0,,0,0,0,,0,2,0,,2,8,2,,10,0,0,,0,0,0,,0,18,3,,21,2,0,,2
437 2022-2023 14USU0004X 5104100015,437,2022-2023,14USU0004X,5104100015,No escolarizada,84,78,,162,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,3,1,,4,0,0,,0
438 2022-2023 14USU0005W 5021000114,438,2022-2023,14USU0005W,5021000114,Escolarizada,215,248,,463,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0,6,3,,9,1,0,,1,0,0,,0,8,5,,13,1,0,,1
439 2022-2023 14USU0005W 5021200054,439,2022-2023,14USU0005W,5021200054,Escolarizada,76,219,,295,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,2,2,,4,0,1,,1,0,0,,0,4,3,,7,0,1,,1
440 2022-2023 14USU0005W 5021200055,440,2022-2023,14USU0005W,5021200055,Escolarizada,82,106,,188,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,1,,1,0,0,,0,0,0,,0,2,1,,3,1,0,,1
441 2022-2023 14USU0005W 5021400012,441,2022-2023,14USU0005W,5021400012,Escolarizada,60,39,,99,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
442 2022-2023 14USU0005W 5021700002,442,2022-2023,14USU0005W,5021700002,Escolarizada,178,361,,539,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,8,,14,0,0,,0,0,0,,0,7,8,,15,0,0,,0
443 2022-2023 14USU0006V 5021300063,443,2022-2023,14USU0006V,5021300063,Escolarizada,145,78,,223,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,2,0,,2,0,0,,0,4,1,,5,0,0,,0
444 2022-2023 14USU0007U 5051100006,444,2022-2023,14USU0007U,5051100006,Escolarizada,130,178,,308,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,4,,11,0,0,,0,0,0,,0,7,4,,11,0,0,,0
445 2022-2023 14USU0008T 5021000010,445,2022-2023,14USU0008T,5021000010,Escolarizada,52,135,,187,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,1,0,,1,0,0,,0,1,3,,4,0,0,,0
446 2022-2023 14USU0008T 5021600062,446,2022-2023,14USU0008T,5021600062,Escolarizada,60,136,,196,1,0,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,3,6,,9,0,0,,0
447 2022-2023 14USU0008T 5022500001,447,2022-2023,14USU0008T,5022500001,Escolarizada,69,113,,182,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,4,3,,7,0,0,,0,0,0,,0,4,4,,8,0,0,,0
448 2022-2023 14USU0008T 5031500008,448,2022-2023,14USU0008T,5031500008,Escolarizada,34,227,,261,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,0,3,,3,0,0,,0
449 2022-2023 14USU0008T 5033100003,449,2022-2023,14USU0008T,5033100003,Escolarizada,603,957,,1560,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,18,,26,0,1,,1,0,0,,0,8,19,,27,0,1,,1
450 2022-2023 14USU0008T 5033200024,450,2022-2023,14USU0008T,5033200024,Escolarizada,77,193,,270,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,5,,6,0,1,,1,0,0,,0,1,7,,8,0,0,,0
451 2022-2023 14USU0008T 5041400032,451,2022-2023,14USU0008T,5041400032,Escolarizada,347,518,,865,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,5,9,,14,1,2,,3,0,0,,0,6,13,,19,0,0,,0
452 2022-2023 14USU0008T 5042100012,452,2022-2023,14USU0008T,5042100012,Escolarizada,408,450,,858,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,10,,17,0,0,,0,0,0,,0,9,10,,19,1,0,,1
453 2022-2023 14USU0008T 5052200002,453,2022-2023,14USU0008T,5052200002,Escolarizada,370,200,,570,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,8,4,,12,0,0,,0,0,0,,0,9,4,,13,0,1,,1
454 2022-2023 14USU0008T 5061100001,454,2022-2023,14USU0008T,5061100001,Escolarizada,461,88,,549,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,16,3,,19,1,0,,1,0,0,,0,18,3,,21,0,0,,0
455 2022-2023 14USU0008T 5071200009,455,2022-2023,14USU0008T,5071200009,Escolarizada,402,109,,511,0,0,,0,0,0,,0,1,0,,1,3,1,,4,1,0,,1,11,2,,13,0,0,,0,0,0,,0,16,3,,19,0,0,,0
456 2022-2023 14USU0008T 5073100009,456,2022-2023,14USU0008T,5073100009,Escolarizada,193,179,,372,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,3,1,,4,0,0,,0,0,0,,0,5,1,,6,0,0,,0
457 2022-2023 14USU0008T 5091100011,457,2022-2023,14USU0008T,5091100011,Escolarizada,513,850,,1363,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,6,10,,16,0,0,,0,1,0,,1,9,10,,19,0,1,,1
458 2022-2023 14USU0008T 5094200006,458,2022-2023,14USU0008T,5094200006,Escolarizada,90,442,,532,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,7,,8,0,0,,0,0,0,,0,1,7,,8,0,0,,0
459 2022-2023 14USU0008T 5095600005,459,2022-2023,14USU0008T,5095600005,Escolarizada,53,155,,208,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,1,,1,0,0,,0,0,3,,3,0,0,,0
460 2022-2023 14USU0009S 5033100003,460,2022-2023,14USU0009S,5033100003,Escolarizada,10,25,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
461 2022-2023 14USU0009S 5042000002,461,2022-2023,14USU0009S,5042000002,Escolarizada,34,39,,73,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0
462 2022-2023 14USU0009S 5101600013,462,2022-2023,14USU0009S,5101600013,Escolarizada,12,20,,32,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
463 2022-2023 14USU0010H 5021500119,463,2022-2023,14USU0010H,5021500119,Escolarizada,45,112,,157,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0,1,1,,2,0,0,,0,1,0,,1,2,4,,6,1,0,,1
464 2022-2023 14USU0010H 5031200031,464,2022-2023,14USU0010H,5031200031,Escolarizada,186,318,,504,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,1,,1,0,0,,0,0,7,,7,0,0,,0
465 2022-2023 14USU0010H 5031300010,465,2022-2023,14USU0010H,5031300010,Escolarizada,317,267,,584,0,1,,1,0,0,,0,0,0,,0,1,0,,1,1,0,,1,6,2,,8,0,0,,0,0,0,,0,8,3,,11,0,2,,2
466 2022-2023 14USU0010H 5031300014,466,2022-2023,14USU0010H,5031300014,Escolarizada,192,516,,708,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,3,9,,12,0,1,,1,0,0,,0,3,11,,14,1,0,,1
467 2022-2023 14USU0010H 5031500010,467,2022-2023,14USU0010H,5031500010,Escolarizada,81,1340,,1421,1,3,,4,0,2,,2,0,1,,1,0,1,,1,0,1,,1,5,24,,29,0,0,,0,1,0,,1,7,32,,39,1,6,,7
468 2022-2023 14USU0010H 5032100027,468,2022-2023,14USU0010H,5032100027,Escolarizada,47,82,,129,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
469 2022-2023 14USU0010H 5033200006,469,2022-2023,14USU0010H,5033200006,Escolarizada,193,451,,644,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,11,,14,0,0,,0,0,0,,0,3,11,,14,0,0,,0
470 2022-2023 14USU0011G 5031300044,470,2022-2023,14USU0011G,5031300044,Escolarizada,24,16,,40,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2
471 2022-2023 14USU0011G 5041100056,471,2022-2023,14USU0011G,5041100056,Escolarizada,90,109,,199,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
472 2022-2023 14USU0011G 5042000002,472,2022-2023,14USU0011G,5042000002,Escolarizada,86,113,,199,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
473 2022-2023 14USU0011G 5042100092,473,2022-2023,14USU0011G,5042100092,Escolarizada,18,42,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
474 2022-2023 14USU0011G 5051200024,474,2022-2023,14USU0011G,5051200024,Escolarizada,22,35,,57,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
475 2022-2023 14USU0011G 5071000020,475,2022-2023,14USU0011G,5071000020,Escolarizada,40,26,,66,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
476 2022-2023 14USU0011G 5071100005,476,2022-2023,14USU0011G,5071100005,Escolarizada,34,26,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
477 2022-2023 14USU0011G 5071300014,477,2022-2023,14USU0011G,5071300014,Escolarizada,42,6,,48,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
478 2022-2023 14USU0011G 5071300014,478,2022-2023,14USU0011G,5071300014,Escolarizada,98,5,,103,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
479 2022-2023 14USU0011G 5073200005,479,2022-2023,14USU0011G,5073200005,Escolarizada,37,6,,43,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
480 2022-2023 14USU0011G 5073200005,480,2022-2023,14USU0011G,5073200005,Escolarizada,83,15,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
481 2022-2023 14USU0011G 5091100011,481,2022-2023,14USU0011G,5091100011,Escolarizada,76,131,,207,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
482 2022-2023 14USU0011G 5092100006,482,2022-2023,14USU0011G,5092100006,Escolarizada,34,163,,197,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
483 2022-2023 14USU0011G 5094100009,483,2022-2023,14USU0011G,5094100009,Escolarizada,38,103,,141,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
484 2022-2023 14USU0011G 5094200006,484,2022-2023,14USU0011G,5094200006,Escolarizada,38,162,,200,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,2,,3,0,1,,1,0,0,,0,1,4,,5,0,0,,0
485 2022-2023 14USU0011G 5094100009,485,2022-2023,14USU0011G,5094100009,Escolarizada,68,154,,222,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,1,2,,3,0,0,,0,0,0,,0,2,3,,5,0,0,,0
486 2022-2023 14USU0100Z 5012603011,486,2022-2023,14USU0100Z,5012603011,Escolarizada,36,105,,141,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
487 2022-2023 14USU0100Z 5012603027,487,2022-2023,14USU0100Z,5012603027,Escolarizada,43,113,,156,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
488 2022-2023 14USU0100Z 5022300022,488,2022-2023,14USU0100Z,5022300022,Escolarizada,143,458,,601,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1,6,6,,12,1,0,,1,0,0,,0,9,7,,16,0,0,,0
489 2022-2023 14USU0100Z 5022500008,489,2022-2023,14USU0100Z,5022500008,Escolarizada,364,268,,632,1,0,,1,0,0,,0,2,0,,2,1,0,,1,1,0,,1,6,8,,14,1,0,,1,0,1,,1,12,9,,21,1,1,,2
490 2022-2023 14USU0100Z 5022600002,490,2022-2023,14USU0100Z,5022600002,Escolarizada,287,147,,434,0,1,,1,0,0,,0,0,1,,1,1,0,,1,0,0,,0,4,7,,11,1,0,,1,1,0,,1,7,9,,16,0,0,,0
491 2022-2023 14USU0100Z 5031200004,491,2022-2023,14USU0100Z,5031200004,Escolarizada,84,171,,255,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,1,,1,3,4,,7,0,0,,0,0,0,,0,4,5,,9,1,0,,1
492 2022-2023 14USU0100Z 5033100003,492,2022-2023,14USU0100Z,5033100003,Escolarizada,2733,3146,,5879,9,2,,11,0,0,,0,0,0,,0,1,2,,3,2,3,,5,22,44,,66,3,1,,4,1,0,,1,38,52,,90,5,4,,9
493 2022-2023 14USU0100Z 5052300015,493,2022-2023,14USU0100Z,5052300015,Escolarizada,155,142,,297,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,5,,6,0,0,,0,1,0,,1,2,5,,7,0,0,,0
494 2022-2023 14USU0110G 4071300015,494,2022-2023,14USU0110G,4071300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
495 2022-2023 14USU0110G 5052100005,495,2022-2023,14USU0110G,5052100005,Escolarizada,418,146,,564,0,1,,1,0,0,,0,0,0,,0,3,0,,3,0,0,,0,11,1,,12,0,0,,0,0,0,,0,14,2,,16,0,0,,0
496 2022-2023 14USU0110G 5052200007,496,2022-2023,14USU0110G,5052200007,Escolarizada,432,387,,819,2,0,,2,0,1,,1,0,0,,0,0,0,,0,0,1,,1,14,8,,22,0,0,,0,1,0,,1,17,10,,27,1,1,,2
497 2022-2023 14USU0110G 5052200017,497,2022-2023,14USU0110G,5052200017,Escolarizada,132,87,,219,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,3,,8,0,0,,0,0,0,,0,5,3,,8,0,0,,0
498 2022-2023 14USU0110G 5053100004,498,2022-2023,14USU0110G,5053100004,Escolarizada,236,95,,331,1,0,,1,0,0,,0,0,0,,0,2,0,,2,2,0,,2,6,6,,12,0,0,,0,0,0,,0,11,6,,17,0,1,,1
499 2022-2023 14USU0110G 5061000002,499,2022-2023,14USU0110G,5061000002,Escolarizada,1848,274,,2122,3,1,,4,1,0,,1,0,0,,0,0,0,,0,1,0,,1,60,5,,65,0,0,,0,0,0,,0,65,6,,71,4,2,,6
500 2022-2023 14USU0110G 5062100009,500,2022-2023,14USU0110G,5062100009,Escolarizada,1184,188,,1372,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,23,3,,26,1,0,,1,0,0,,0,26,3,,29,4,0,,4
501 2022-2023 14USU0110G 5062200055,501,2022-2023,14USU0110G,5062200055,Escolarizada,1486,259,,1745,3,0,,3,0,0,,0,0,0,,0,1,0,,1,0,0,,0,42,10,,52,1,0,,1,1,0,,1,48,10,,58,4,1,,5
502 2022-2023 14USU0110G 5071000020,502,2022-2023,14USU0110G,5071000020,Escolarizada,482,316,,798,2,0,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,12,6,,18,0,0,,0,0,0,,0,14,7,,21,2,0,,2
503 2022-2023 14USU0110G 5071200034,503,2022-2023,14USU0110G,5071200034,Escolarizada,168,57,,225,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,1,,9,0,0,,0,0,0,,0,8,1,,9,0,0,,0
504 2022-2023 14USU0110G 5071300009,504,2022-2023,14USU0110G,5071300009,Escolarizada,1651,99,,1750,1,0,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,28,1,,29,1,0,,1,0,0,,0,30,2,,32,1,0,,1
505 2022-2023 14USU0110G 5071300082,505,2022-2023,14USU0110G,5071300082,Escolarizada,386,74,,460,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,2,,13,0,0,,0,0,0,,0,11,2,,13,0,1,,1
506 2022-2023 14USU0110G 5071400015,506,2022-2023,14USU0110G,5071400015,Escolarizada,820,672,,1492,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,24,22,,46,0,0,,0,0,0,,0,25,22,,47,2,0,,2
507 2022-2023 14USU0110G 5071700019,507,2022-2023,14USU0110G,5071700019,Escolarizada,1446,573,,2019,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,30,11,,41,0,0,,0,0,0,,0,31,11,,42,4,1,,5
508 2022-2023 14USU0110G 5072100033,508,2022-2023,14USU0110G,5072100033,Escolarizada,188,395,,583,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,11,,14,0,0,,0,0,0,,0,3,12,,15,0,0,,0
509 2022-2023 14USU0110G 5073200005,509,2022-2023,14USU0110G,5073200005,Escolarizada,1037,233,,1270,3,0,,3,1,0,,1,0,0,,0,1,0,,1,0,0,,0,13,1,,14,0,1,,1,0,0,,0,18,2,,20,1,2,,3
510 2022-2023 14USU0110G 5073200035,510,2022-2023,14USU0110G,5073200035,Escolarizada,236,79,,315,1,0,,1,0,0,,0,0,0,,0,1,0,,1,1,0,,1,3,4,,7,1,0,,1,0,0,,0,7,4,,11,2,0,,2
511 2022-2023 14USU0110G 5095400006,511,2022-2023,14USU0110G,5095400006,Escolarizada,631,1131,,1762,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1,16,23,,39,0,2,,2,0,0,,0,18,26,,44,0,1,,1
512 2022-2023 14USU0110G 5102100004,512,2022-2023,14USU0110G,5102100004,Escolarizada,203,125,,328,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,0,,4,1,1,,2,0,0,,0,6,1,,7,0,1,,1
513 2022-2023 14USU0120N 4062100004,513,2022-2023,14USU0120N,4062100004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
514 2022-2023 14USU0120N 5031400003,514,2022-2023,14USU0120N,5031400003,Escolarizada,491,214,,705,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,12,0,,12,0,0,,0,0,0,,0,13,0,,13,0,0,,0
515 2022-2023 14USU0120N 5032100065,515,2022-2023,14USU0120N,5032100065,Escolarizada,181,495,,676,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,7,,10,0,0,,0,0,0,,0,3,8,,11,2,0,,2
516 2022-2023 14USU0120N 5041100009,516,2022-2023,14USU0120N,5041100009,Escolarizada,314,296,,610,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,6,,13,0,1,,1,0,0,,0,8,7,,15,1,0,,1
517 2022-2023 14USU0120N 5041100056,517,2022-2023,14USU0120N,5041100056,Escolarizada,1596,2259,,3855,0,4,,4,0,0,,0,0,0,,0,1,1,,2,0,0,,0,17,36,,53,0,1,,1,0,0,,0,18,42,,60,0,2,,2
518 2022-2023 14USU0120N 5041100127,518,2022-2023,14USU0120N,5041100127,Escolarizada,323,637,,960,1,0,,1,0,0,,0,0,0,,0,0,1,,1,0,1,,1,7,13,,20,0,0,,0,0,0,,0,8,15,,23,0,1,,1
519 2022-2023 14USU0120N 5041200028,519,2022-2023,14USU0120N,5041200028,Escolarizada,1035,1353,,2388,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,0,,0,21,23,,44,0,0,,0,0,0,,0,21,25,,46,0,2,,2
520 2022-2023 14USU0120N 5041300007,520,2022-2023,14USU0120N,5041300007,Escolarizada,1120,898,,2018,1,1,,2,1,0,,1,0,0,,0,1,0,,1,0,0,,0,14,20,,34,0,1,,1,0,0,,0,17,22,,39,0,1,,1
521 2022-2023 14USU0120N 5041400032,521,2022-2023,14USU0120N,5041400032,Escolarizada,1708,1816,,3524,2,2,,4,0,0,,0,0,0,,0,1,1,,2,2,0,,2,24,25,,49,1,1,,2,0,0,,0,30,29,,59,1,4,,5
522 2022-2023 14USU0120N 5042000002,522,2022-2023,14USU0120N,5042000002,Escolarizada,1376,1528,,2904,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,18,26,,44,0,0,,0,1,0,,1,20,27,,47,1,2,,3
523 2022-2023 14USU0120N 5042100117,523,2022-2023,14USU0120N,5042100117,Escolarizada,213,992,,1205,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,13,,17,0,0,,0,0,0,,0,5,13,,18,0,1,,1
524 2022-2023 14USU0120N 5042300027,524,2022-2023,14USU0120N,5042300027,Escolarizada,290,238,,528,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,4,5,,9,1,0,,1,0,0,,0,5,6,,11,1,2,,3
