name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-1 - 2024 - CUCEA,1,2024,CUCEA,Licenciatura en Administración
422 PE que requieren PP-2 - 2024 - CUCEA,2,2024,CUCEA,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-3 - 2024 - CUCEA,3,2024,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-4 - 2024 - CUCEA,4,2024,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-5 - 2024 - CUCEA,5,2024,CUCEA,Licenciatura en Economía
422 PE que requieren PP-6 - 2024 - CUCEA,6,2024,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-7 - 2024 - CUCEA,7,2024,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-8 - 2024 - CUCEA,8,2024,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-9 - 2024 - CUCEA,9,2024,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-10 - 2024 - CUCEA,10,2024,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-11 - 2024 - CUCEA,11,2024,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-12 - 2024 - CUCEA,12,2024,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-13 - 2024 - CUCEA,13,2024,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-14 - 2024 - CUCEA,14,2024,CUCEA,Licenciatura en Mercadotecnia Digital
422 PE que requieren PP-15 - 2024 - CUCEA,15,2024,CUCEA,Ingeniería en Negocios
422 PE que requieren PP-16 - 2024 - CUCEA,16,2024,CUCEA,Técnico Superior Universitario en Tecnologías de la Información
422 PE que requieren PP-17 - 2024 - CUCEI,17,2024,CUCEI,Ingeniería Civil
422 PE que requieren PP-18 - 2024 - CUCEI,18,2024,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-19 - 2024 - CUCEI,19,2024,CUCEI,Ingeniería en Computación
422 PE que requieren PP-20 - 2024 - CUCEI,20,2024,CUCEI,Ingeniería en Logística y Transporte
422 PE que requieren PP-21 - 2024 - CUCEI,21,2024,CUCEI,Ingeniería Industrial
422 PE que requieren PP-22 - 2024 - CUCEI,22,2024,CUCEI,Ingeniería Informática
422 PE que requieren PP-23 - 2024 - CUCEI,23,2024,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-24 - 2024 - CUCEI,24,2024,CUCEI,Ingeniería Química
422 PE que requieren PP-25 - 2024 - CUCEI,25,2024,CUCEI,Ingeniería en Topografía Geomática
422 PE que requieren PP-26 - 2024 - CUCEI,26,2024,CUCEI,Licenciatura en Ingeniería en Electromovilidad y Autotrónica
422 PE que requieren PP-27 - 2024 - CUCEI,27,2024,CUCEI,Licenciatura en Ingeniería en Electrónica y Sistemas Inteligentes
422 PE que requieren PP-28 - 2024 - CUCEI,28,2024,CUCEI,Licenciatura en Ingeniería en Mecatrónica Inteligente
422 PE que requieren PP-29 - 2024 - CUCEI,29,2024,CUCEI,Licenciatura en Ingeniería en Ciencia de Materiales
422 PE que requieren PP-30 - 2024 - CUCEI,30,2024,CUCEI,Licenciatura en Física
422 PE que requieren PP-31 - 2024 - CUCEI,31,2024,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-32 - 2024 - CUCEI,32,2024,CUCEI,Licenciatura en Desarrollo de Sistemas Web
422 PE que requieren PP-33 - 2024 - CUCEI,33,2024,CUCEI,Licenciatura en Química
422 PE que requieren PP-34 - 2024 - CUCEI,34,2024,CUCEI,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-35 - 2024 - CUCEI,35,2024,CUCEI,Técnico Superior Universitario en Sistemas de Calidad
422 PE que requieren PP-36 - 2024 - CUCEI,36,2024,CUCEI,Técnico Superior Universitario en Electrónica y Pruebas
422 PE que requieren PP-37 - 2024 - CUCEI,37,2024,CUCEI,Técnico Superior Universitario en Sistemas Informáticos
422 PE que requieren PP-38 - 2024 - CUCEI,38,2024,CUCEI,Técnico Superior Universitario en Control de Calidad
422 PE que requieren PP-39 - 2024 - CUCEI,39,2024,CUCEI,Técnico Superior Universitario en Mantenimiento Industrial
422 PE que requieren PP-40 - 2024 - CUCEI,40,2024,CUCEI,Técnico Superior Universitario en Procesos de Manufactura
422 PE que requieren PP-41 - 2024 - CUCSH,41,2024,CUCSH,Abogado
422 PE que requieren PP-42 - 2024 - CUCSH,42,2024,CUCSH,Abogado (semiescolarizado)
422 PE que requieren PP-43 - 2024 - CUCSH,43,2024,CUCSH,Licenciatura en Antropología
422 PE que requieren PP-44 - 2024 - CUCSH,44,2024,CUCSH,Licenciatura en Comunicación Pública
422 PE que requieren PP-45 - 2024 - CUCSH,45,2024,CUCSH,Licenciatura en Criminología
422 PE que requieren PP-46 - 2024 - CUCSH,46,2024,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera
422 PE que requieren PP-47 - 2024 - CUCSH,47,2024,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera (modalidad abierta y a distancia)
422 PE que requieren PP-48 - 2024 - CUCSH,48,2024,CUCSH,Licenciatura en Escritura Creativa
422 PE que requieren PP-49 - 2024 - CUCSH,49,2024,CUCSH,Licenciatura en Estudios Políticos y de Gobierno
422 PE que requieren PP-50 - 2024 - CUCSH,50,2024,CUCSH,Licenciatura en Filosofía
422 PE que requieren PP-51 - 2024 - CUCSH,51,2024,CUCSH,Licenciatura en Geografía
422 PE que requieren PP-52 - 2024 - CUCSH,52,2024,CUCSH,Licenciatura en Historia
422 PE que requieren PP-53 - 2024 - CUCSH,53,2024,CUCSH,Licenciatura en Letras Hispánicas
422 PE que requieren PP-54 - 2024 - CUCSH,54,2024,CUCSH,Licenciatura en Relaciones Internacionales
422 PE que requieren PP-55 - 2024 - CUCSH,55,2024,CUCSH,Licenciatura en Sociología
422 PE que requieren PP-56 - 2024 - CUCSH,56,2024,CUCSH,Licenciatura en Trabajo Social
422 PE que requieren PP-57 - 2024 - CUCSH,57,2024,CUCSH,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular)
422 PE que requieren PP-58 - 2024 - CUCS,58,2024,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-59 - 2024 - CUCS,59,2024,CUCS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-60 - 2024 - CUCS,60,2024,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-61 - 2024 - CUCS,61,2024,CUCS,Licenciatura en Enfermería
422 PE que requieren PP-62 - 2024 - CUCS,62,2024,CUCS,Licenciatura en Enfermería (modalidad a distancia)
422 PE que requieren PP-63 - 2024 - CUCS,63,2024,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-64 - 2024 - CUCS,64,2024,CUCS,Licenciatura en Podología
422 PE que requieren PP-65 - 2024 - CUCS,65,2024,CUCS,Licenciatura en Psicología
422 PE que requieren PP-66 - 2024 - CUCS,66,2024,CUCS,"Médico, Cirujano y Partero"
422 PE que requieren PP-67 - 2024 - CUCS,67,2024,CUCS,Licenciatura en Terapia Física
422 PE que requieren PP-68 - 2024 - CUCS,68,2024,CUCS,Licenciatura en Bioquímica Clínica y Medicina de Laboratorio
422 PE que requieren PP-69 - 2024 - CUCS,69,2024,CUCS,Programa de Nivelación de la Licenciatura en Terapia Física
422 PE que requieren PP-70 - 2024 - CUCS,70,2024,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-71 - 2024 - CUCS,71,2024,CUCS,"Programa de Nivelación de la Carrera de Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-72 - 2024 - CUCS,72,2024,CUCS,Técnico Superior Universitario en Radiología e Imagen
422 PE que requieren PP-73 - 2024 - CUCS,73,2024,CUCS,Técnico Superior Universitario en Prótesis Dental
422 PE que requieren PP-74 - 2024 - CUCS,74,2024,CUCS,Técnico Superior Universitario en Terapia Física
422 PE que requieren PP-75 - 2024 - CUCS,75,2024,CUCS,Técnico Superior Universitario en Terapia Respiratoria
422 PE que requieren PP-76 - 2024 - CUAAD,76,2024,CUAAD,Licenciatura en Arquitectura
422 PE que requieren PP-77 - 2024 - CUAAD,77,2024,CUAAD,Licenciatura en Diseño de Interiores y Ambientación
422 PE que requieren PP-78 - 2024 - CUAAD,78,2024,CUAAD,Licenciatura en Diseño de Modas
422 PE que requieren PP-79 - 2024 - CUAAD,79,2024,CUAAD,Licenciatura en Diseño Industrial
422 PE que requieren PP-80 - 2024 - CUAAD,80,2024,CUAAD,Licenciatura en Urbanística y Medio Ambiente
422 PE que requieren PP-81 - 2024 - CUAAD,81,2024,CUAAD,"Licenciatura en Diseño, Arte y Tecnologías Interactivas"
422 PE que requieren PP-82 - 2024 - CUAAD,82,2024,CUAAD,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-83 - 2024 - CUAAD,83,2024,CUAAD,"Programa de Nivelación en la Licenciatura en Artes Visuales para la expresión Plástica, Nivelación en la Licenciatura en Artes Visuales para la Expresión Fotográfica, Nivelación en la Licenciatura en Artes Escénicas para la Expresión Dancística y Nivelación en la Licenciatura en Artes Escénicas para la Expresión Teatral en la Modalidad  Abierta"
422 PE que requieren PP-84 - 2024 - CUAAD,84,2024,CUAAD,Licenciatura en Artes Escénicas para la Expresión Dancística con salida a Técnico Superior Universitario en Artes Escénicas para la Expresión Dancística
422 PE que requieren PP-85 - 2024 - CUCBA,85,2024,CUCBA,Ingeniero Agrónomo
422 PE que requieren PP-86 - 2024 - CUCBA,86,2024,CUCBA,Licenciatura en Agronegocios
422 PE que requieren PP-87 - 2024 - CUCBA,87,2024,CUCBA,Licenciatura en Biología
422 PE que requieren PP-88 - 2024 - CUCBA,88,2024,CUCBA,Licenciatura en Ciencia de los Alimentos
422 PE que requieren PP-89 - 2024 - CUCBA,89,2024,CUCBA,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-90 - 2024 - CUALTOS,90,2024,CUALTOS,Abogado
422 PE que requieren PP-91 - 2024 - CUALTOS,91,2024,CUALTOS,Abogado (semiescolarizado)
422 PE que requieren PP-92 - 2024 - CUALTOS,92,2024,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-93 - 2024 - CUALTOS,93,2024,CUALTOS,Ingeniería en Computación
422 PE que requieren PP-94 - 2024 - CUALTOS,94,2024,CUALTOS,Ingeniería en Sistemas Pecuarios
422 PE que requieren PP-95 - 2024 - CUALTOS,95,2024,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-96 - 2024 - CUALTOS,96,2024,CUALTOS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-97 - 2024 - CUALTOS,97,2024,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-98 - 2024 - CUALTOS,98,2024,CUALTOS,Licenciatura en Enfermería
422 PE que requieren PP-99 - 2024 - CUALTOS,99,2024,CUALTOS,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-100 - 2024 - CUALTOS,100,2024,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-101 - 2024 - CUALTOS,101,2024,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-102 - 2024 - CUALTOS,102,2024,CUALTOS,Licenciatura en Psicología
422 PE que requieren PP-103 - 2024 - CUALTOS,103,2024,CUALTOS,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-104 - 2024 - CUALTOS,104,2024,CUALTOS,"Médico, Cirujano y Partero"
422 PE que requieren PP-105 - 2024 - CUALTOS,105,2024,CUALTOS,Técnico Superior Universitario en Producción y Sanidad Avícola
422 PE que requieren PP-106 - 2024 - CUCIÉNEGA,106,2024,CUCIÉNEGA,Abogado
422 PE que requieren PP-107 - 2024 - CUCIÉNEGA,107,2024,CUCIÉNEGA,Ingeniería en Computación
422 PE que requieren PP-108 - 2024 - CUCIÉNEGA,108,2024,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-109 - 2024 - CUCIÉNEGA,109,2024,CUCIÉNEGA,Ingeniería Informática
422 PE que requieren PP-110 - 2024 - CUCIÉNEGA,110,2024,CUCIÉNEGA,Ingeniería Mecatrónica
422 PE que requieren PP-111 - 2024 - CUCIÉNEGA,111,2024,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-112 - 2024 - CUCIÉNEGA,112,2024,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-113 - 2024 - CUCIÉNEGA,113,2024,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-114 - 2024 - CUCIÉNEGA,114,2024,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-115 - 2024 - CUCIÉNEGA,115,2024,CUCIÉNEGA,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-116 - 2024 - CUCIÉNEGA,116,2024,CUCIÉNEGA,Licenciatura en Enfermería
422 PE que requieren PP-117 - 2024 - CUCIÉNEGA,117,2024,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-118 - 2024 - CUCIÉNEGA,118,2024,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-119 - 2024 - CUCIÉNEGA,119,2024,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-120 - 2024 - CUCIÉNEGA,120,2024,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-121 - 2024 - CUCIÉNEGA,121,2024,CUCIÉNEGA,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-122 - 2024 - CUCIÉNEGA,122,2024,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-123 - 2024 - CUCIÉNEGA,123,2024,CUCIÉNEGA,Médico Cirujano y Partero
422 PE que requieren PP-124 - 2024 - CUSUR,124,2024,CUSUR,Abogado
422 PE que requieren PP-125 - 2024 - CUSUR,125,2024,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-126 - 2024 - CUSUR,126,2024,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-127 - 2024 - CUSUR,127,2024,CUSUR,Licenciatura en Cirujano Dentista
422 PE que requieren PP-128 - 2024 - CUSUR,128,2024,CUSUR,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-129 - 2024 - CUSUR,129,2024,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-130 - 2024 - CUSUR,130,2024,CUSUR,Licenciatura en Enfermería
422 PE que requieren PP-131 - 2024 - CUSUR,131,2024,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-132 - 2024 - CUSUR,132,2024,CUSUR,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-133 - 2024 - CUSUR,133,2024,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-134 - 2024 - CUSUR,134,2024,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-135 - 2024 - CUSUR,135,2024,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-136 - 2024 - CUSUR,136,2024,CUSUR,Licenciatura en Psicología
422 PE que requieren PP-137 - 2024 - CUSUR,137,2024,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencias"
422 PE que requieren PP-138 - 2024 - CUSUR,138,2024,CUSUR,Licenciatura en Trabajo Social
422 PE que requieren PP-139 - 2024 - CUSUR,139,2024,CUSUR,"Médico, Cirujano y Partero"
422 PE que requieren PP-140 - 2024 - CUCOSTA,140,2024,CUCOSTA,Abogado
422 PE que requieren PP-141 - 2024 - CUCOSTA,141,2024,CUCOSTA,Ingeniería Civil
422 PE que requieren PP-142 - 2024 - CUCOSTA,142,2024,CUCOSTA,Ingeniería en Computación
422 PE que requieren PP-143 - 2024 - CUCOSTA,143,2024,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia
422 PE que requieren PP-144 - 2024 - CUCOSTA,144,2024,CUCOSTA,Ingeniería en Telemática
422 PE que requieren PP-145 - 2024 - CUCOSTA,145,2024,CUCOSTA,Licenciatura en Administración
422 PE que requieren PP-146 - 2024 - CUCOSTA,146,2024,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-147 - 2024 - CUCOSTA,147,2024,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-148 - 2024 - CUCOSTA,148,2024,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-149 - 2024 - CUCOSTA,149,2024,CUCOSTA,Licenciatura en Contaduría Pública
422 PE que requieren PP-150 - 2024 - CUCOSTA,150,2024,CUCOSTA,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-151 - 2024 - CUCOSTA,151,2024,CUCOSTA,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-152 - 2024 - CUCOSTA,152,2024,CUCOSTA,Licenciatura en Enfermería
422 PE que requieren PP-153 - 2024 - CUCOSTA,153,2024,CUCOSTA,Licenciatura en Nutrición
422 PE que requieren PP-154 - 2024 - CUCOSTA,154,2024,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-155 - 2024 - CUCOSTA,155,2024,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-156 - 2024 - CUCOSTA,156,2024,CUCOSTA,"Médico, Cirujano y Partero"
422 PE que requieren PP-157 - 2024 - CUCOSTA,157,2024,CUCOSTA,Ingeniería en Videojuegos
422 PE que requieren PP-158 - 2024 - CUCOSTASUR,158,2024,CUCOSTASUR,Abogado
422 PE que requieren PP-159 - 2024 - CUCOSTASUR,159,2024,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-160 - 2024 - CUCOSTASUR,160,2024,CUCOSTASUR,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-161 - 2024 - CUCOSTASUR,161,2024,CUCOSTASUR,Licenciatura en Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-162 - 2024 - CUCOSTASUR,162,2024,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-163 - 2024 - CUCOSTASUR,163,2024,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-164 - 2024 - CUCOSTASUR,164,2024,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-165 - 2024 - CUCOSTASUR,165,2024,CUCOSTASUR,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-166 - 2024 - CUCOSTASUR,166,2024,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-167 - 2024 - CUCOSTASUR,167,2024,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-168 - 2024 - CUCOSTASUR,168,2024,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-169 - 2024 - CUCOSTASUR,169,2024,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-170 - 2024 - CUCOSTASUR,170,2024,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-171 - 2024 - CUCOSTASUR,171,2024,CUCOSTASUR,Licenciatura en Artes
422 PE que requieren PP-172 - 2024 - CUCOSTASUR,172,2024,CUCOSTASUR,Técnico Superior Universitario en Electrónica y Mecánica Automotriz
422 PE que requieren PP-173 - 2024 - CUVALLES,173,2024,CUVALLES,Abogado
422 PE que requieren PP-174 - 2024 - CUVALLES,174,2024,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-175 - 2024 - CUVALLES,175,2024,CUVALLES,Ingeniería en Automatización Industrial
422 PE que requieren PP-176 - 2024 - CUVALLES,176,2024,CUVALLES,Ingeniería en Instrumentación Electrónica y Nanosensores
422 PE que requieren PP-177 - 2024 - CUVALLES,177,2024,CUVALLES,Ingeniería Mecatrónica
422 PE que requieren PP-178 - 2024 - CUVALLES,178,2024,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-179 - 2024 - CUVALLES,179,2024,CUVALLES,Licenciatura en Agronegocios
422 PE que requieren PP-180 - 2024 - CUVALLES,180,2024,CUVALLES,Licenciatura en Contaduría Pública
422 PE que requieren PP-181 - 2024 - CUVALLES,181,2024,CUVALLES,Licenciatura en Educación
422 PE que requieren PP-182 - 2024 - CUVALLES,182,2024,CUVALLES,Licenciatura en Enfermería
422 PE que requieren PP-183 - 2024 - CUVALLES,183,2024,CUVALLES,Licenciatura en Gerontología
422 PE que requieren PP-184 - 2024 - CUVALLES,184,2024,CUVALLES,Licenciatura en Nutrición
422 PE que requieren PP-185 - 2024 - CUVALLES,185,2024,CUVALLES,Licenciatura en Psicología
422 PE que requieren PP-186 - 2024 - CUVALLES,186,2024,CUVALLES,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-187 - 2024 - CUVALLES,187,2024,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-188 - 2024 - CUVALLES,188,2024,CUVALLES,Licenciatura en Trabajo Social
422 PE que requieren PP-189 - 2024 - CUVALLES,189,2024,CUVALLES,Licenciatura en Turismo
422 PE que requieren PP-190 - 2024 - CUVALLES,190,2024,CUVALLES,Médico Cirujano y Partero
422 PE que requieren PP-191 - 2024 - CUVALLES,191,2024,CUVALLES,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular)
422 PE que requieren PP-192 - 2024 - CUNORTE,192,2024,CUNORTE,Abogado
422 PE que requieren PP-193 - 2024 - CUNORTE,193,2024,CUNORTE,Ingeniería en Electrónica y Computación
422 PE que requieren PP-194 - 2024 - CUNORTE,194,2024,CUNORTE,Ingeniería en Telemática
422 PE que requieren PP-195 - 2024 - CUNORTE,195,2024,CUNORTE,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-196 - 2024 - CUNORTE,196,2024,CUNORTE,Licenciatura en Administración
422 PE que requieren PP-197 - 2024 - CUNORTE,197,2024,CUNORTE,Licenciatura en Agronegocios
422 PE que requieren PP-198 - 2024 - CUNORTE,198,2024,CUNORTE,Licenciatura en Antropología
422 PE que requieren PP-199 - 2024 - CUNORTE,199,2024,CUNORTE,Licenciatura en Contaduría Pública
422 PE que requieren PP-200 - 2024 - CUNORTE,200,2024,CUNORTE,Licenciatura en Educación
422 PE que requieren PP-201 - 2024 - CUNORTE,201,2024,CUNORTE,Licenciatura en Enfermería
422 PE que requieren PP-202 - 2024 - CUNORTE,202,2024,CUNORTE,Licenciatura en Nutrición
422 PE que requieren PP-203 - 2024 - CUNORTE,203,2024,CUNORTE,Licenciatura en Psicología
422 PE que requieren PP-204 - 2024 - CUNORTE,204,2024,CUNORTE,Licenciatura en Ingeniería en Manejo de Recursos Naturales
422 PE que requieren PP-205 - 2024 - CUNORTE,205,2024,CUNORTE,Licenciatura en Turismo
422 PE que requieren PP-206 - 2024 - CUNORTE,206,2024,CUNORTE,Licenciatura en Educación Indígena
422 PE que requieren PP-207 - 2024 - CULAGOS,207,2024,CULAGOS,Abogado
422 PE que requieren PP-208 - 2024 - CULAGOS,208,2024,CULAGOS,Abogado (semiescolarizado)
422 PE que requieren PP-209 - 2024 - CULAGOS,209,2024,CULAGOS,Ingeniería Bioquímica
422 PE que requieren PP-210 - 2024 - CULAGOS,210,2024,CULAGOS,Ingeniería en Electrónica y Computación
422 PE que requieren PP-211 - 2024 - CULAGOS,211,2024,CULAGOS,Ingeniería Industrial
422 PE que requieren PP-212 - 2024 - CULAGOS,212,2024,CULAGOS,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-213 - 2024 - CULAGOS,213,2024,CULAGOS,Ingeniería Mecatrónica
422 PE que requieren PP-214 - 2024 - CULAGOS,214,2024,CULAGOS,Licenciatura en Administración
422 PE que requieren PP-215 - 2024 - CULAGOS,215,2024,CULAGOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-216 - 2024 - CULAGOS,216,2024,CULAGOS,Licenciatura en Educación
422 PE que requieren PP-217 - 2024 - CULAGOS,217,2024,CULAGOS,Licenciatura en Humanidades
422 PE que requieren PP-218 - 2024 - CULAGOS,218,2024,CULAGOS,"Licenciatura en Lenguas y Culturas Extranjeras con orientaciones en inglés y francés, o inglés y alemán, o inglés y japonés"
422 PE que requieren PP-219 - 2024 - CULAGOS,219,2024,CULAGOS,Licenciatura en Psicología
422 PE que requieren PP-220 - 2024 - CULAGOS,220,2024,CULAGOS,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-221 - 2024 - CULAGOS,221,2024,CULAGOS,Ingeniería en Videojuegos
422 PE que requieren PP-222 - 2024 - CUTONALÁ,222,2024,CUTONALÁ,Abogado
422 PE que requieren PP-223 - 2024 - CUTONALÁ,223,2024,CUTONALÁ,Ingeniería en Ciencias Computacionales
422 PE que requieren PP-224 - 2024 - CUTONALÁ,224,2024,CUTONALÁ,Ingeniería en Energía
422 PE que requieren PP-225 - 2024 - CUTONALÁ,225,2024,CUTONALÁ,Ingeniería en Nanotecnología
422 PE que requieren PP-226 - 2024 - CUTONALÁ,226,2024,CUTONALÁ,Licenciatura en Administración de Negocios
422 PE que requieren PP-227 - 2024 - CUTONALÁ,227,2024,CUTONALÁ,Licenciatura en Arquitectura
422 PE que requieren PP-228 - 2024 - CUTONALÁ,228,2024,CUTONALÁ,Licenciatura en Ciencias Forenses
422 PE que requieren PP-229 - 2024 - CUTONALÁ,229,2024,CUTONALÁ,Licenciatura en Contaduría Pública
422 PE que requieren PP-230 - 2024 - CUTONALÁ,230,2024,CUTONALÁ,Licenciatura en Enfermería
422 PE que requieren PP-231 - 2024 - CUTONALÁ,231,2024,CUTONALÁ,Licenciatura en Enfermería (modalidad  a distancia)
422 PE que requieren PP-232 - 2024 - CUTONALÁ,232,2024,CUTONALÁ,Licenciatura en Estudios Liberales
422 PE que requieren PP-233 - 2024 - CUTONALÁ,233,2024,CUTONALÁ,Licenciatura en Gerontología
422 PE que requieren PP-234 - 2024 - CUTONALÁ,234,2024,CUTONALÁ,Licenciatura en Historia del Arte
422 PE que requieren PP-235 - 2024 - CUTONALÁ,235,2024,CUTONALÁ,Licenciatura en Nutrición
422 PE que requieren PP-236 - 2024 - CUTONALÁ,236,2024,CUTONALÁ,Licenciatura en Salud Pública
422 PE que requieren PP-237 - 2024 - CUTONALÁ,237,2024,CUTONALÁ,"Médico, Cirujano y Partero"
422 PE que requieren PP-238 - 2024 - CUTLAJOMULCO,238,2024,CUTLAJOMULCO,Ingeniería Civil
422 PE que requieren PP-239 - 2024 - CUTLAJOMULCO,239,2024,CUTLAJOMULCO,Licenciatura en Administración
422 PE que requieren PP-240 - 2024 - CUTLAJOMULCO,240,2024,CUTLAJOMULCO,Licenciatura en Enfermería
422 PE que requieren PP-241 - 2024 - CUTLAJOMULCO,241,2024,CUTLAJOMULCO,Licenciatura en Cirujano Dentista
422 PE que requieren PP-242 - 2024 - CUTLAJOMULCO,242,2024,CUTLAJOMULCO,Licenciatura en Negocios Internacionales
422 PE que requieren PP-243 - 2024 - CUTLAJOMULCO,243,2024,CUTLAJOMULCO,Licenciatura en Nutrición
422 PE que requieren PP-244 - 2024 - CUTLAJOMULCO,244,2024,CUTLAJOMULCO,Licenciatura en Psicología
422 PE que requieren PP-245 - 2024 - CUTLAJOMULCO,245,2024,CUTLAJOMULCO,Médico Cirujano y Partero
422 PE que requieren PP-246 - 2024 - CUTLAJOMULCO,246,2024,CUTLAJOMULCO,Ingeniería Civil (plan cuatrimestral)
422 PE que requieren PP-247 - 2024 - CUTLAJOMULCO,247,2024,CUTLAJOMULCO,Ingeniería Mecatrónica (plan cuatrimestral)
422 PE que requieren PP-248 - 2024 - CUTLAJOMULCO,248,2024,CUTLAJOMULCO,Licenciatura en Terapia Física (cuatrimestral)
