row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
248,248 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU00084,
249,249 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU00085,
250,250 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU00086,
251,251 Módulo Ayotlán,Módulo Ayotlán,,14USU00087,
252,252 Módulo La Ribera,Módulo La Ribera,,14USU00088,
253,253 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU00089,
254,254 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU00090,
255,255 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU00091,
256,256 Módulo Ayotitlán,Módulo Ayotitlán,,14USU00092,
257,257 Módulo Chacala,Módulo Chacala,,14USU00093,
258,258 Módulo Cuautitlán,Módulo Cuautitlán,,14USU00094,
259,259 Módulo Cuzalapa,Módulo Cuzalapa,,14USU00095,
260,260 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU00096,
261,261 Módulo La Huerta,Módulo La Huerta,,14USU00097,
262,262 Módulo Tecomates,Módulo Tecomates,,14USU00098,
263,263 Módulo Telcruz,Módulo Telcruz,,14USU00099,
264,264 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU00100,
265,265 Módulo Villa Purificación,Módulo Villa Purificación,,14USU00101,
266,266 Escuela Preparatoria Regional de Chapala,Escuela Preparatoria Regional de Chapala,,14USU00102,
267,267 Módulo Ixtlahuacán de los Membrillos,Módulo Ixtlahuacán de los Membrillos,,14USU00103,
268,268 Módulo Mezcala de la Asunción,Módulo Mezcala de la Asunción,,14USU00104,
269,269 Escuela Preparatoria Regional de Cihuatlán,Escuela Preparatoria Regional de Cihuatlán,,14USU00105,
270,270 Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,,14USU00106,
271,271 Módulo San Patricio Melaque,Módulo San Patricio Melaque,,14USU00107,
272,272 Escuela Preparatoria Regional de Ciudad Guzmán,Escuela Preparatoria Regional de Ciudad Guzmán,,14USU00108,
273,273 Módulo Copala,Módulo Copala,,14USU00109,
274,274 Módulo Tolimán,Módulo Tolimán,,14USU00110,
275,275 Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,,14USU00111,
276,276 Escuela Preparatoria Regional de Cocula,Escuela Preparatoria Regional de Cocula,,14USU00112,
277,277 Escuela Preparatoria Regional de Colotlán,Escuela Preparatoria Regional de Colotlán,,14USU00113,
278,278 Módulo Bolaños,Módulo Bolaños,,14USU00114,
279,279 Módulo Huejúcar,Módulo Huejúcar,,14USU00115,
280,280 Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,,14USU00116,
281,281 Módulo Villa Guerrero,Módulo Villa Guerrero,,14USU00117,
282,282 Escuela Preparatoria Regional de Degollado,Escuela Preparatoria Regional de Degollado,,14USU00118,
283,283 Escuela Preparatoria Regional de El Grullo,Escuela Preparatoria Regional de El Grullo,,14USU00119,
284,284 Módulo El Chante,Módulo El Chante,,14USU00120,
285,285 Módulo El Limón,Módulo El Limón,,14USU00121,
286,286 Módulo Tonaya,Módulo Tonaya,,14USU00122,
287,287 Módulo Tuxcacuesco,Módulo Tuxcacuesco,,14USU00123,
288,288 Escuela Preparatoria Regional de El Salto,Escuela Preparatoria Regional de El Salto,,14USU00124,
289,289 Módulo Juanacatlán,Módulo Juanacatlán,,14USU00125,
290,290 Escuela Preparatoria Regional de Etzatlán,Escuela Preparatoria Regional de Etzatlán,,14USU00126,
291,291 Módulo Oconahua,Módulo Oconahua,,14USU00127,
292,292 Módulo San Marcos,Módulo San Marcos,,14USU00128,
293,293 Escuela Preparatoria Regional de Huejuquilla el Alto,Escuela Preparatoria Regional de Huejuquilla el Alto,,14USU00129,
294,294 Módulo Mezquitic,Módulo Mezquitic,,14USU00130,
295,295 Escuela Preparatoria Regional de Jalostotitlán,Escuela Preparatoria Regional de Jalostotitlán,,14USU00131,
296,296 Escuela Preparatoria Regional de Jamay,Escuela Preparatoria Regional de Jamay,,14USU00132,
297,297 Escuela Preparatoria Regional de Jocotepec,Escuela Preparatoria Regional de Jocotepec,,14USU00133,
298,298 Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,,14USU00134,
299,299 Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,,14USU00135,
300,300 Módulo Tizapán el Alto,Módulo Tizapán el Alto,,14USU00136,
301,301 Escuela Preparatoria Regional de La Barca,Escuela Preparatoria Regional de La Barca,,14USU00137,
302,302 Escuela Preparatoria Regional de Lagos de Moreno,Escuela Preparatoria Regional de Lagos de Moreno,,14USU00138,
303,303 Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,,14USU00139,
304,304 Módulo Ojuelos,Módulo Ojuelos,,14USU00140,
305,305 Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,,14USU00141,
306,306 Módulo Unión de San Antonio,Módulo Unión de San Antonio,,14USU00142,
307,307 Módulo Villa Hidalgo,Módulo Villa Hidalgo,,14USU00143,
308,308 Escuela Preparatoria Regional de Puerto Vallarta,Escuela Preparatoria Regional de Puerto Vallarta,,14USU00144,
309,309 Módulo El Tuito,Módulo El Tuito,,14USU00145,
310,310 Módulo Ixtapa,Módulo Ixtapa,,14USU00146,
311,311 Módulo José María Morelos,Módulo José María Morelos,,14USU00147,
312,312 Módulo Pino Suárez,Módulo Pino Suárez,,14USU00148,
313,313 Módulo Tomatlán,Módulo Tomatlán,,14USU00149,
314,314 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU00150,
315,315 Módulo Teocaltiche,Módulo Teocaltiche,,14USU00151,
316,316 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU00152,
317,317 Módulo Buenavista,Módulo Buenavista,,14USU00153,
318,318 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU00154,
319,319 Módulo San Julián,Módulo San Julián,,14USU00155,
320,320 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU00156,
321,321 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU00157,
322,322 Módulo Amacueca,Módulo Amacueca,,14USU00158,
323,323 Módulo San Gabriel,Módulo San Gabriel,,14USU00159,
324,324 Módulo Tapalpa,Módulo Tapalpa,,14USU00160,
325,325 Módulo Usmajac,Módulo Usmajac,,14USU00161,
326,326 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU00162,
327,327 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU00163,
328,328 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU00164,
329,329 Módulo Contla,Módulo Contla,,14USU00165,
330,330 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU00166,
331,331 Módulo Mazamitla,Módulo Mazamitla,,14USU00167,
332,332 Módulo Quitupan,Módulo Quitupan,,14USU00168,
333,333 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU00169,
334,334 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU00170,
335,335 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU00171,
336,336 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU00172,
337,337 Módulo Juchitlán,Módulo Juchitlán,,14USU00173,
338,338 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU00174,
339,339 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU00175,
340,340 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU00176,
341,341 Módulo Acatic,Módulo Acatic,,14USU00177,
342,342 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU00178,
343,343 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU00179,
344,344 Módulo Yahualica,Módulo Yahualica,,14USU00180,
345,345 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU00181,
346,346 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU00182,
347,347 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU00183,
348,348 Módulo Magdalena,Módulo Magdalena,,14USU00184,
349,349 Módulo San Andrés,Módulo San Andrés,,14USU00185,
350,350 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU00186,
351,351 Módulo Cajititlán,Módulo Cajititlán,,14USU00187,
352,352 Módulo San Agustín,Módulo San Agustín,,14USU00188,
353,353 Módulo El Zapote,Módulo El Zapote,,14USU00189,
354,354 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU00190,
355,355 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU00191,
356,356 Módulo Pihuamo,Módulo Pihuamo,,14USU00192,
357,357 Módulo Tecalitlán,Módulo Tecalitlán,,14USU00193,
358,358 Módulo Tonila,Módulo Tonila,,14USU00194,
359,359 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU00195,
360,360 Módulo Ayutla,Módulo Ayutla,,14USU00196,
361,361 Módulo Ejutla,Módulo Ejutla,,14USU00197,
362,362 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU00198,
363,363 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU00199,
364,364 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU00200,
365,365 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU00201,
366,366 Módulo Cítala,Módulo Cítala,,14USU00202,
367,367 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU00203,
368,368 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU00204,
369,369 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU00205,
370,370 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU00206,
371,371 Módulo Matatlán,Módulo Matatlán,,14USU00207,
372,372 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU00208,
373,373 Módulo Atequiza,Módulo Atequiza,,14USU00209,
374,374 Módulo Poncitlán,Módulo Poncitlán,,14USU00210,
375,375 Módulo Tototlán,Módulo Tototlán,,14USU00211,
376,376 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU00212,
377,377 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU00213,
378,378 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU00214,
379,379 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU00215,
380,"380 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00216,
381,381 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00217,
382,382 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00218,
383,383 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00219,
384,384 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU00220,
385,385 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU00221,
386,386 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU00222,
387,387 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU00223,
388,388 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00224,
389,"389 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU00225,
390,"390 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU00226,
391,"391 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00227,
392,392 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU00228,
393,393 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU00229,
394,394 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU00230,
395,395 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU00231,
396,396 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU00232,
397,397 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00233,
398,398 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU00234,
399,399 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU00235,
400,400 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU00236,
401,401 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU00237,
402,402 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU00238,
403,403 Centro Universitario del Norte,Centro Universitario del Norte,,14USU00239,
404,404 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU00240,
405,405 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU00241,
406,406 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU00242,
407,407 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU00243,
408,408 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00244,
409,409 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU00245,
410,410 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU00246,
411,411 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU00247,
412,412 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU00248,
413,413 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU00249,
414,414 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU00250,
415,415 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU00251,
416,416 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU00252,
417,417 Módulo Cuquío,Módulo Cuquío,,14USU00253,
418,418 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU00254,
419,419 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU00255,
420,420 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU00256,
421,421 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU00257,
422,422 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU00258,
423,423 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU00259,
424,424 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU00260,
425,425 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU00261,
426,426 Módulo La Experiencia,Módulo La Experiencia,,14USU00262,
427,427 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU00263,
428,428 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU00264,
429,429 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU00265,
430,430 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU00266,
431,431 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU00267,
432,432 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU00268,
433,433 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU00269,
434,434 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU00270,
435,435 Escuela Vocacional,Escuela Vocacional,,14USU00271,
436,436 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU00272,
437,437 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU00273,
438,438 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU00274,
439,439 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU00275,
440,440 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU00276,
441,441 Módulo Teuchitlán,Módulo Teuchitlán,,14USU00277,
442,442 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU00278,
443,443 Módulo Arenal,Módulo Arenal,,14USU00279,
444,444 Módulo El Salvador,Módulo El Salvador,,14USU00280,
445,445 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU00281,
446,446 Módulo Atenguillo,Módulo Atenguillo,,14USU00282,
447,447 Módulo Mascota,Módulo Mascota,,14USU00283,
448,448 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU00284,
449,449 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU00285,
450,450 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU00286,
451,451 Módulo Jesús María,Módulo Jesús María,,14USU00287,
452,452 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU00288,
453,453 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU00289,
454,454 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU00290,
455,455 Módulo Ayotlán,Módulo Ayotlán,,14USU00291,
456,456 Módulo La Ribera,Módulo La Ribera,,14USU00292,
457,457 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU00293,
458,458 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU00294,
459,459 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU00295,
460,460 Módulo Ayotitlán,Módulo Ayotitlán,,14USU00296,
461,461 Módulo Chacala,Módulo Chacala,,14USU00297,
462,462 Módulo Cuautitlán,Módulo Cuautitlán,,14USU00298,
463,463 Módulo Cuzalapa,Módulo Cuzalapa,,14USU00299,
464,464 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU00300,
465,465 Módulo La Huerta,Módulo La Huerta,,14USU00301,
466,466 Módulo Tecomates,Módulo Tecomates,,14USU00302,
467,467 Módulo Telcruz,Módulo Telcruz,,14USU00303,
468,468 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU00304,
469,469 Módulo Villa Purificación,Módulo Villa Purificación,,14USU00305,
