row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
1764,1764 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU01600,
1765,1765 Módulo Juchitlán,Módulo Juchitlán,,14USU01601,
1766,1766 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU01602,
1767,1767 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU01603,
1768,1768 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU01604,
1769,1769 Módulo Acatic,Módulo Acatic,,14USU01605,
1770,1770 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU01606,
1771,1771 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU01607,
1772,1772 Módulo Yahualica,Módulo Yahualica,,14USU01608,
1773,1773 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU01609,
1774,1774 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU01610,
1775,1775 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU01611,
1776,1776 Módulo Magdalena,Módulo Magdalena,,14USU01612,
1777,1777 Módulo San Andrés,Módulo San Andrés,,14USU01613,
1778,1778 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU01614,
1779,1779 Módulo Cajititlán,Módulo Cajititlán,,14USU01615,
1780,1780 Módulo San Agustín,Módulo San Agustín,,14USU01616,
1781,1781 Módulo El Zapote,Módulo El Zapote,,14USU01617,
1782,1782 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU01618,
1783,1783 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU01619,
1784,1784 Módulo Pihuamo,Módulo Pihuamo,,14USU01620,
1785,1785 Módulo Tecalitlán,Módulo Tecalitlán,,14USU01621,
1786,1786 Módulo Tonila,Módulo Tonila,,14USU01622,
1787,1787 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU01623,
1788,1788 Módulo Ayutla,Módulo Ayutla,,14USU01624,
1789,1789 Módulo Ejutla,Módulo Ejutla,,14USU01625,
1790,1790 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU01626,
1791,1791 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU01627,
1792,1792 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU01628,
1793,1793 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU01629,
1794,1794 Módulo Cítala,Módulo Cítala,,14USU01630,
1795,1795 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU01631,
1796,1796 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU01632,
1797,1797 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU01633,
1798,1798 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU01634,
1799,1799 Módulo Matatlán,Módulo Matatlán,,14USU01635,
1800,1800 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU01636,
1801,1801 Módulo Atequiza,Módulo Atequiza,,14USU01637,
1802,1802 Módulo Poncitlán,Módulo Poncitlán,,14USU01638,
1803,1803 Módulo Tototlán,Módulo Tototlán,,14USU01639,
1804,1804 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU01640,
1805,1805 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU01641,
1806,1806 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU01642,
1807,1807 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU01643,
1808,"1808 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01644,
1809,1809 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01645,
1810,1810 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01646,
1811,1811 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01647,
1812,1812 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU01648,
1813,1813 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU01649,
1814,1814 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU01650,
1815,1815 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU01651,
1816,1816 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01652,
1817,"1817 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU01653,
1818,"1818 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU01654,
1819,"1819 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01655,
1820,1820 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU01656,
1821,1821 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU01657,
1822,1822 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU01658,
1823,1823 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU01659,
1824,1824 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU01660,
1825,1825 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01661,
1826,1826 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU01662,
1827,1827 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU01663,
1828,1828 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU01664,
1829,1829 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU01665,
1830,1830 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU01666,
1831,1831 Centro Universitario del Norte,Centro Universitario del Norte,,14USU01667,
1832,1832 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU01668,
1833,1833 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU01669,
1834,1834 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU01670,
1835,1835 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU01671,
1836,1836 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01672,
1837,1837 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU01673,
1838,1838 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU01674,
1839,1839 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU01675,
1840,1840 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU01676,
1841,1841 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU01677,
1842,1842 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU01678,
1843,1843 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU01679,
1844,1844 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU01680,
1845,1845 Módulo Cuquío,Módulo Cuquío,,14USU01681,
1846,1846 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU01682,
1847,1847 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU01683,
1848,1848 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU01684,
1849,1849 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU01685,
1850,1850 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU01686,
1851,1851 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU01687,
1852,1852 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU01688,
1853,1853 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU01689,
1854,1854 Módulo La Experiencia,Módulo La Experiencia,,14USU01690,
1855,1855 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU01691,
1856,1856 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU01692,
1857,1857 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU01693,
1858,1858 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU01694,
1859,1859 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU01695,
1860,1860 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU01696,
1861,1861 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU01697,
1862,1862 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU01698,
1863,1863 Escuela Vocacional,Escuela Vocacional,,14USU01699,
1864,1864 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU01700,
1865,1865 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU01701,
1866,1866 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU01702,
1867,1867 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU01703,
1868,1868 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU01704,
1869,1869 Módulo Teuchitlán,Módulo Teuchitlán,,14USU01705,
1870,1870 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU01706,
1871,1871 Módulo Arenal,Módulo Arenal,,14USU01707,
1872,1872 Módulo El Salvador,Módulo El Salvador,,14USU01708,
1873,1873 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU01709,
1874,1874 Módulo Atenguillo,Módulo Atenguillo,,14USU01710,
1875,1875 Módulo Mascota,Módulo Mascota,,14USU01711,
1876,1876 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU01712,
1877,1877 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU01713,
1878,1878 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU01714,
1879,1879 Módulo Jesús María,Módulo Jesús María,,14USU01715,
1880,1880 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU01716,
1881,1881 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU01717,
1882,1882 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU01718,
1883,1883 Módulo Ayotlán,Módulo Ayotlán,,14USU01719,
1884,1884 Módulo La Ribera,Módulo La Ribera,,14USU01720,
1885,1885 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU01721,
1886,1886 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU01722,
1887,1887 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU01723,
1888,1888 Módulo Ayotitlán,Módulo Ayotitlán,,14USU01724,
1889,1889 Módulo Chacala,Módulo Chacala,,14USU01725,
1890,1890 Módulo Cuautitlán,Módulo Cuautitlán,,14USU01726,
1891,1891 Módulo Cuzalapa,Módulo Cuzalapa,,14USU01727,
1892,1892 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU01728,
1893,1893 Módulo La Huerta,Módulo La Huerta,,14USU01729,
1894,1894 Módulo Tecomates,Módulo Tecomates,,14USU01730,
1895,1895 Módulo Telcruz,Módulo Telcruz,,14USU01731,
1896,1896 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU01732,
1897,1897 Módulo Villa Purificación,Módulo Villa Purificación,,14USU01733,
1898,1898 Escuela Preparatoria Regional de Chapala,Escuela Preparatoria Regional de Chapala,,14USU01734,
1899,1899 Módulo Ixtlahuacán de los Membrillos,Módulo Ixtlahuacán de los Membrillos,,14USU01735,
1900,1900 Módulo Mezcala de la Asunción,Módulo Mezcala de la Asunción,,14USU01736,
1901,1901 Escuela Preparatoria Regional de Cihuatlán,Escuela Preparatoria Regional de Cihuatlán,,14USU01737,
1902,1902 Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,,14USU01738,
1903,1903 Módulo San Patricio Melaque,Módulo San Patricio Melaque,,14USU01739,
1904,1904 Escuela Preparatoria Regional de Ciudad Guzmán,Escuela Preparatoria Regional de Ciudad Guzmán,,14USU01740,
1905,1905 Módulo Copala,Módulo Copala,,14USU01741,
1906,1906 Módulo Tolimán,Módulo Tolimán,,14USU01742,
1907,1907 Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,,14USU01743,
1908,1908 Escuela Preparatoria Regional de Cocula,Escuela Preparatoria Regional de Cocula,,14USU01744,
1909,1909 Escuela Preparatoria Regional de Colotlán,Escuela Preparatoria Regional de Colotlán,,14USU01745,
1910,1910 Módulo Bolaños,Módulo Bolaños,,14USU01746,
1911,1911 Módulo Huejúcar,Módulo Huejúcar,,14USU01747,
1912,1912 Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,,14USU01748,
1913,1913 Módulo Villa Guerrero,Módulo Villa Guerrero,,14USU01749,
1914,1914 Escuela Preparatoria Regional de Degollado,Escuela Preparatoria Regional de Degollado,,14USU01750,
1915,1915 Escuela Preparatoria Regional de El Grullo,Escuela Preparatoria Regional de El Grullo,,14USU01751,
1916,1916 Módulo El Chante,Módulo El Chante,,14USU01752,
1917,1917 Módulo El Limón,Módulo El Limón,,14USU01753,
1918,1918 Módulo Tonaya,Módulo Tonaya,,14USU01754,
1919,1919 Módulo Tuxcacuesco,Módulo Tuxcacuesco,,14USU01755,
1920,1920 Escuela Preparatoria Regional de El Salto,Escuela Preparatoria Regional de El Salto,,14USU01756,
1921,1921 Módulo Juanacatlán,Módulo Juanacatlán,,14USU01757,
1922,1922 Escuela Preparatoria Regional de Etzatlán,Escuela Preparatoria Regional de Etzatlán,,14USU01758,
1923,1923 Módulo Oconahua,Módulo Oconahua,,14USU01759,
1924,1924 Módulo San Marcos,Módulo San Marcos,,14USU01760,
1925,1925 Escuela Preparatoria Regional de Huejuquilla el Alto,Escuela Preparatoria Regional de Huejuquilla el Alto,,14USU01761,
1926,1926 Módulo Mezquitic,Módulo Mezquitic,,14USU01762,
1927,1927 Escuela Preparatoria Regional de Jalostotitlán,Escuela Preparatoria Regional de Jalostotitlán,,14USU01763,
1928,1928 Escuela Preparatoria Regional de Jamay,Escuela Preparatoria Regional de Jamay,,14USU01764,
1929,1929 Escuela Preparatoria Regional de Jocotepec,Escuela Preparatoria Regional de Jocotepec,,14USU01765,
1930,1930 Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,,14USU01766,
1931,1931 Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,,14USU01767,
1932,1932 Módulo Tizapán el Alto,Módulo Tizapán el Alto,,14USU01768,
1933,1933 Escuela Preparatoria Regional de La Barca,Escuela Preparatoria Regional de La Barca,,14USU01769,
1934,1934 Escuela Preparatoria Regional de Lagos de Moreno,Escuela Preparatoria Regional de Lagos de Moreno,,14USU01770,
1935,1935 Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,,14USU01771,
1936,1936 Módulo Ojuelos,Módulo Ojuelos,,14USU01772,
1937,1937 Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,,14USU01773,
1938,1938 Módulo Unión de San Antonio,Módulo Unión de San Antonio,,14USU01774,
1939,1939 Módulo Villa Hidalgo,Módulo Villa Hidalgo,,14USU01775,
1940,1940 Escuela Preparatoria Regional de Puerto Vallarta,Escuela Preparatoria Regional de Puerto Vallarta,,14USU01776,
1941,1941 Módulo El Tuito,Módulo El Tuito,,14USU01777,
1942,1942 Módulo Ixtapa,Módulo Ixtapa,,14USU01778,
1943,1943 Módulo José María Morelos,Módulo José María Morelos,,14USU01779,
1944,1944 Módulo Pino Suárez,Módulo Pino Suárez,,14USU01780,
1945,1945 Módulo Tomatlán,Módulo Tomatlán,,14USU01781,
1946,1946 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU01782,
1947,1947 Módulo Teocaltiche,Módulo Teocaltiche,,14USU01783,
1948,1948 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU01784,
1949,1949 Módulo Buenavista,Módulo Buenavista,,14USU01785,
1950,1950 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU01786,
1951,1951 Módulo San Julián,Módulo San Julián,,14USU01787,
1952,1952 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU01788,
1953,1953 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU01789,
1954,1954 Módulo Amacueca,Módulo Amacueca,,14USU01790,
1955,1955 Módulo San Gabriel,Módulo San Gabriel,,14USU01791,
1956,1956 Módulo Tapalpa,Módulo Tapalpa,,14USU01792,
1957,1957 Módulo Usmajac,Módulo Usmajac,,14USU01793,
1958,1958 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU01794,
1959,1959 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU01795,
1960,1960 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU01796,
1961,1961 Módulo Contla,Módulo Contla,,14USU01797,
1962,1962 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU01798,
1963,1963 Módulo Mazamitla,Módulo Mazamitla,,14USU01799,
1964,1964 Módulo Quitupan,Módulo Quitupan,,14USU01800,
1965,1965 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU01801,
1966,1966 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU01802,
1967,1967 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU01803,
1968,1968 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU01804,
1969,1969 Módulo Juchitlán,Módulo Juchitlán,,14USU01805,
1970,1970 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU01806,
1971,1971 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU01807,
1972,1972 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU01808,
1973,1973 Módulo Acatic,Módulo Acatic,,14USU01809,
1974,1974 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU01810,
1975,1975 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU01811,
1976,1976 Módulo Yahualica,Módulo Yahualica,,14USU01812,
1977,1977 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU01813,
1978,1978 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU01814,
1979,1979 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU01815,
1980,1980 Módulo Magdalena,Módulo Magdalena,,14USU01816,
1981,1981 Módulo San Andrés,Módulo San Andrés,,14USU01817,
1982,1982 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU01818,
1983,1983 Módulo Cajititlán,Módulo Cajititlán,,14USU01819,
1984,1984 Módulo San Agustín,Módulo San Agustín,,14USU01820,
1985,1985 Módulo El Zapote,Módulo El Zapote,,14USU01821,
1986,1986 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU01822,
1987,1987 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU01823,
1988,1988 Módulo Pihuamo,Módulo Pihuamo,,14USU01824,
1989,1989 Módulo Tecalitlán,Módulo Tecalitlán,,14USU01825,
1990,1990 Módulo Tonila,Módulo Tonila,,14USU01826,
1991,1991 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU01827,
1992,1992 Módulo Ayutla,Módulo Ayutla,,14USU01828,
1993,1993 Módulo Ejutla,Módulo Ejutla,,14USU01829,
1994,1994 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU01830,
1995,1995 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU01831,
1996,1996 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU01832,
1997,1997 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU01833,
1998,1998 Módulo Cítala,Módulo Cítala,,14USU01834,
1999,1999 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU01835,
2000,2000 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU01836,
2001,2001 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU01837,
2002,2002 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU01838,
2003,2003 Módulo Matatlán,Módulo Matatlán,,14USU01839,
2004,2004 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU01840,
2005,2005 Módulo Atequiza,Módulo Atequiza,,14USU01841,
2006,2006 Módulo Poncitlán,Módulo Poncitlán,,14USU01842,
2007,2007 Módulo Tototlán,Módulo Tototlán,,14USU01843,
2008,2008 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU01844,
2009,2009 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU01845,
2010,2010 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU01846,
2011,2011 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU01847,
2012,"2012 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01848,
2013,2013 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01849,
2014,2014 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01850,
2015,2015 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01851,
2016,2016 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU01852,
2017,2017 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU01853,
2018,2018 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU01854,
2019,2019 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU01855,
2020,2020 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01856,
2021,"2021 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU01857,
2022,"2022 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU01858,
2023,"2023 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01859,
2024,2024 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU01860,
2025,2025 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU01861,
2026,2026 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU01862,
2027,2027 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU01863,
2028,2028 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU01864,
2029,2029 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01865,
2030,2030 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU01866,
2031,2031 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU01867,
2032,2032 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU01868,
2033,2033 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU01869,
2034,2034 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU01870,
2035,2035 Centro Universitario del Norte,Centro Universitario del Norte,,14USU01871,
2036,2036 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU01872,
2037,2037 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU01873,
2038,2038 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU01874,
2039,2039 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU01875,
2040,2040 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01876,
2041,2041 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU01877,
2042,2042 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU01878,
2043,2043 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU01879,
2044,2044 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU01880,
2045,2045 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU01881,
2046,2046 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU01882,
2047,2047 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU01883,
2048,2048 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU01884,
2049,2049 Módulo Cuquío,Módulo Cuquío,,14USU01885,
2050,2050 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU01886,
2051,2051 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU01887,
2052,2052 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU01888,
2053,2053 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU01889,
2054,2054 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU01890,
2055,2055 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU01891,
2056,2056 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU01892,
2057,2057 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU01893,
2058,2058 Módulo La Experiencia,Módulo La Experiencia,,14USU01894,
